"","HC","coef","criterion","test","value"
"12740","HC0","x4","power","saddle_V2",0.969110930130417
"12741","HC0","x0","size","saddle_V2",0.850449963287286
"12742","HC0","x1","size","saddle_V2",0.793118496730059
"12743","HC0","x2","size","saddle_V2",0.247163232828835
"12744","HC0","x3","size","saddle_V2",0.239796408898958
"12745","HC0","x4","size","saddle_V2",0.584486380820466
"12746","HC0","x0","power","saddle_V2",0.557582980764496
"12747","HC0","x1","power","saddle_V2",0.769185852032506
"12748","HC0","x2","power","saddle_V2",0.00935240774901776
"12749","HC0","x3","power","saddle_V2",0.290520874524909
"12750","HC0","x4","power","saddle_V2",0.584486380820466
"12751","HC0","x0","size","saddle_V2",0.452781996298116
"12752","HC0","x1","size","saddle_V2",0.318228949849174
"12753","HC0","x2","size","saddle_V2",0.703690531976956
"12754","HC0","x3","size","saddle_V2",0.380553067969986
"12755","HC0","x4","size","saddle_V2",0.146731176299391
"12756","HC0","x0","power","saddle_V2",0.620460966377949
"12757","HC0","x1","power","saddle_V2",0.189609898874002
"12758","HC0","x2","power","saddle_V2",0.146657543480153
"12759","HC0","x3","power","saddle_V2",0.272028137061476
"12760","HC0","x4","power","saddle_V2",0.146731176299391
"12761","HC0","x0","size","saddle_V2",0.141346562710436
"12762","HC0","x1","size","saddle_V2",0.108875281318976
"12763","HC0","x2","size","saddle_V2",0.371787439999277
"12764","HC0","x3","size","saddle_V2",0.00259907633782123
"12765","HC0","x4","size","saddle_V2",0.629171835176243
"12766","HC0","x0","power","saddle_V2",0.258299116445295
"12767","HC0","x1","power","saddle_V2",0.0546595699113789
"12768","HC0","x2","power","saddle_V2",0.281222020777302
"12769","HC0","x3","power","saddle_V2",0.594813018352302
"12770","HC0","x4","power","saddle_V2",0.629171835176243
"12771","HC0","x0","size","saddle_V2",0.100268685779471
"12772","HC0","x1","size","saddle_V2",0.271410691795867
"12773","HC0","x2","size","saddle_V2",0.108792851572468
"12774","HC0","x3","size","saddle_V2",0.452357955867039
"12775","HC0","x4","size","saddle_V2",0.0933375061669716
"12776","HC0","x0","power","saddle_V2",0.199820954179948
"12777","HC0","x1","power","saddle_V2",0.138051705889481
"12778","HC0","x2","power","saddle_V2",0.902873621665139
"12779","HC0","x3","power","saddle_V2",0.0126789231671111
"12780","HC0","x4","power","saddle_V2",0.0933375061669716
"12781","HC0","x0","size","saddle_V2",0.187897673554938
"12782","HC0","x1","size","saddle_V2",0.106376622214357
"12783","HC0","x2","size","saddle_V2",0.315905413569062
"12784","HC0","x3","size","saddle_V2",0.215001002987164
"12785","HC0","x4","size","saddle_V2",0.957002339442627
"12786","HC0","x0","power","saddle_V2",0.319180740102108
"12787","HC0","x1","power","saddle_V2",0.0541086225783319
"12788","HC0","x2","power","saddle_V2",0.312681675597192
"12789","HC0","x3","power","saddle_V2",0.857381290721733
"12790","HC0","x4","power","saddle_V2",0.957002339442627
"12791","HC0","x0","size","saddle_V2",0.246321523822612
"12792","HC0","x1","size","saddle_V2",0.203092522028995
"12793","HC0","x2","size","saddle_V2",0.166868424885211
"12794","HC0","x3","size","saddle_V2",0.446130482647264
"12795","HC0","x4","size","saddle_V2",0.172499363358012
"12796","HC0","x0","power","saddle_V2",0.175255686588525
"12797","HC0","x1","power","saddle_V2",0.288890590910608
"12798","HC0","x2","power","saddle_V2",0.0272362640094769
"12799","HC0","x3","power","saddle_V2",0.34957136759851
"12800","HC0","x4","power","saddle_V2",0.172499363358012
"12801","HC0","x0","size","saddle_V2",0.520042830260276
"12802","HC0","x1","size","saddle_V2",0.420348524012888
"12803","HC0","x2","size","saddle_V2",0.650358255382423
"12804","HC0","x3","size","saddle_V2",0.574030598893169
"12805","HC0","x4","size","saddle_V2",0.554491601849384
"12806","HC0","x0","power","saddle_V2",0.316505136105215
"12807","HC0","x1","power","saddle_V2",0.665232680665551
"12808","HC0","x2","power","saddle_V2",0.120127558792473
"12809","HC0","x3","power","saddle_V2",0.0118845006599028
"12810","HC0","x4","power","saddle_V2",0.554491601849384
"12811","HC0","x0","size","saddle_V2",0.006906230772356
"12812","HC0","x1","size","saddle_V2",0.010688126184601
"12813","HC0","x2","size","saddle_V2",0.0113900245695061
"12814","HC0","x3","size","saddle_V2",0.00116908218764225
"12815","HC0","x4","size","saddle_V2",0.0714381067835167
"12816","HC0","x0","power","saddle_V2",0.00325727554322094
"12817","HC0","x1","power","saddle_V2",0.0255921855371474
"12818","HC0","x2","power","saddle_V2",0.000487926048809549
"12819","HC0","x3","power","saddle_V2",2.35126079696887e-06
"12820","HC0","x4","power","saddle_V2",0.0714381067835167
"12821","HC0","x0","size","saddle_V2",0.966540310992378
"12822","HC0","x1","size","saddle_V2",0.935451904599956
"12823","HC0","x2","size","saddle_V2",0.541874137255391
"12824","HC0","x3","size","saddle_V2",0.00704615765078918
"12825","HC0","x4","size","saddle_V2",0.0553239938523582
"12826","HC0","x0","power","saddle_V2",0.718374613012067
"12827","HC0","x1","power","saddle_V2",0.713936484709284
"12828","HC0","x2","power","saddle_V2",0.0967346222384788
"12829","HC0","x3","power","saddle_V2",0.140540024421733
"12830","HC0","x4","power","saddle_V2",0.0553239938523582
"12831","HC0","x0","size","saddle_V2",0.208293560834402
"12832","HC0","x1","size","saddle_V2",0.179352822394616
"12833","HC0","x2","size","saddle_V2",0.210330096731765
"12834","HC0","x3","size","saddle_V2",0.994005007938569
"12835","HC0","x4","size","saddle_V2",0.676141512654195
"12836","HC0","x0","power","saddle_V2",0.126481720487473
"12837","HC0","x1","power","saddle_V2",0.320496745058266
"12838","HC0","x2","power","saddle_V2",0.0292240276084404
"12839","HC0","x3","power","saddle_V2",0.12500116428233
"12840","HC0","x4","power","saddle_V2",0.676141512654195
"12841","HC0","x0","size","saddle_V2",0.484343763305307
"12842","HC0","x1","size","saddle_V2",0.232220333704219
"12843","HC0","x2","size","saddle_V2",0.433689499954535
"12844","HC0","x3","size","saddle_V2",0.210324131321155
"12845","HC0","x4","size","saddle_V2",0.216703824882736
"12846","HC0","x0","power","saddle_V2",0.290893374149749
"12847","HC0","x1","power","saddle_V2",0.392175188748406
"12848","HC0","x2","power","saddle_V2",0.0178297844916718
"12849","HC0","x3","power","saddle_V2",0.0217840639587403
"12850","HC0","x4","power","saddle_V2",0.216703824882736
"12851","HC0","x0","size","saddle_V2",0.0296186912726048
"12852","HC0","x1","size","saddle_V2",0.0561018676681753
"12853","HC0","x2","size","saddle_V2",0.0715944261446303
"12854","HC0","x3","size","saddle_V2",0.255190421367389
"12855","HC0","x4","size","saddle_V2",0.868824408779973
"12856","HC0","x0","power","saddle_V2",0.0812073814754844
"12857","HC0","x1","power","saddle_V2",0.023625345157158
"12858","HC0","x2","power","saddle_V2",0.251025382603772
"12859","HC0","x3","power","saddle_V2",0.65147786051
"12860","HC0","x4","power","saddle_V2",0.868824408779973
"12861","HC0","x0","size","saddle_V2",0.977934203815279
"12862","HC0","x1","size","saddle_V2",0.795961179077119
"12863","HC0","x2","size","saddle_V2",0.597526486483912
"12864","HC0","x3","size","saddle_V2",0.286705592576711
"12865","HC0","x4","size","saddle_V2",0.778801713845816
"12866","HC0","x0","power","saddle_V2",0.743994649498795
"12867","HC0","x1","power","saddle_V2",0.893311187844222
"12868","HC0","x2","power","saddle_V2",0.156288035615239
"12869","HC0","x3","power","saddle_V2",0.0739446751359952
"12870","HC0","x4","power","saddle_V2",0.778801713845816
"12871","HC0","x0","size","saddle_V2",0.0400340068562615
"12872","HC0","x1","size","saddle_V2",0.113408992184333
"12873","HC0","x2","size","saddle_V2",0.285087106203637
"12874","HC0","x3","size","saddle_V2",0.425883109989443
"12875","HC0","x4","size","saddle_V2",0.405445321524733
"12876","HC0","x0","power","saddle_V2",0.075374664781721
"12877","HC0","x1","power","saddle_V2",0.056666400362563
"12878","HC0","x2","power","saddle_V2",0.354402452640611
"12879","HC0","x3","power","saddle_V2",0.376664457183158
"12880","HC0","x4","power","saddle_V2",0.405445321524733
"12881","HC0","x0","size","saddle_V2",0.0556292727235279
"12882","HC0","x1","size","saddle_V2",0.0821068802084426
"12883","HC0","x2","size","saddle_V2",0.317430328089132
"12884","HC0","x3","size","saddle_V2",0.42541446310116
"12885","HC0","x4","size","saddle_V2",0.695644832241431
"12886","HC0","x0","power","saddle_V2",0.0263661149044048
"12887","HC0","x1","power","saddle_V2",0.18003305113391
"12888","HC0","x2","power","saddle_V2",0.0222714154449528
"12889","HC0","x3","power","saddle_V2",0.0106988721268005
"12890","HC0","x4","power","saddle_V2",0.695644832241431
"12891","HC0","x0","size","saddle_V2",0.0124459106676759
"12892","HC0","x1","size","saddle_V2",0.0118830394901832
"12893","HC0","x2","size","saddle_V2",0.0138734577174636
"12894","HC0","x3","size","saddle_V2",0.0724472985938579
"12895","HC0","x4","size","saddle_V2",0.82657533119569
"12896","HC0","x0","power","saddle_V2",0.0265245252292765
"12897","HC0","x1","power","saddle_V2",0.00578945883914999
"12898","HC0","x2","power","saddle_V2",0.179904908070244
"12899","HC0","x3","power","saddle_V2",0.960818475577978
"12900","HC0","x4","power","saddle_V2",0.82657533119569
"12901","HC0","x0","size","saddle_V2",0.347047150642678
"12902","HC0","x1","size","saddle_V2",0.719819437090694
"12903","HC0","x2","size","saddle_V2",0.554362923684455
"12904","HC0","x3","size","saddle_V2",0.219995648035792
"12905","HC0","x4","size","saddle_V2",0.489176258924547
"12906","HC0","x0","power","saddle_V2",0.132237257017955
"12907","HC0","x1","power","saddle_V2",0.748419480424042
"12908","HC0","x2","power","saddle_V2",0.0533456241443707
"12909","HC0","x3","power","saddle_V2",0.000677891864279264
"12910","HC0","x4","power","saddle_V2",0.489176258924547
"12911","HC0","x0","size","saddle_V2",0.817495940644253
"12912","HC0","x1","size","saddle_V2",0.992033006953777
"12913","HC0","x2","size","saddle_V2",0.58351360266384
"12914","HC0","x3","size","saddle_V2",0.618170644832042
"12915","HC0","x4","size","saddle_V2",0.46549030157592
"12916","HC0","x0","power","saddle_V2",0.627260444307668
"12917","HC0","x1","power","saddle_V2",0.713609623511767
"12918","HC0","x2","power","saddle_V2",0.347585375459424
"12919","HC0","x3","power","saddle_V2",0.00915088016567485
"12920","HC0","x4","power","saddle_V2",0.46549030157592
"12921","HC0","x0","size","saddle_V2",0.857144924024859
"12922","HC0","x1","size","saddle_V2",0.894816540198394
"12923","HC0","x2","size","saddle_V2",0.84145417447345
"12924","HC0","x3","size","saddle_V2",0.253298740255037
"12925","HC0","x4","size","saddle_V2",0.297483230837329
"12926","HC0","x0","power","saddle_V2",0.583895267403345
"12927","HC0","x1","power","saddle_V2",0.625157699397031
"12928","HC0","x2","power","saddle_V2",0.263183599362598
"12929","HC0","x3","power","saddle_V2",0.657646647805786
"12930","HC0","x4","power","saddle_V2",0.297483230837329
"12931","HC0","x0","size","saddle_V2",0.911578282035074
"12932","HC0","x1","size","saddle_V2",0.800756997014112
"12933","HC0","x2","size","saddle_V2",0.627208696629634
"12934","HC0","x3","size","saddle_V2",0.984575282415753
"12935","HC0","x4","size","saddle_V2",0.581715520577839
"12936","HC0","x0","power","saddle_V2",0.66044502846793
"12937","HC0","x1","power","saddle_V2",0.529342582228967
"12938","HC0","x2","power","saddle_V2",0.286443914747721
"12939","HC0","x3","power","saddle_V2",0.199449724597877
"12940","HC0","x4","power","saddle_V2",0.581715520577839
"12941","HC0","x0","size","saddle_V2",0.0917566924547192
"12942","HC0","x1","size","saddle_V2",0.150156486299668
"12943","HC0","x2","size","saddle_V2",0.600315091194291
"12944","HC0","x3","size","saddle_V2",0.534570862465551
"12945","HC0","x4","size","saddle_V2",0.487762906218226
"12946","HC0","x0","power","saddle_V2",0.138691589527313
"12947","HC0","x1","power","saddle_V2",0.0941330041244882
"12948","HC0","x2","power","saddle_V2",0.388493492683643
"12949","HC0","x3","power","saddle_V2",0.589955627811405
"12950","HC0","x4","power","saddle_V2",0.487762906218226
"12951","HC0","x0","size","saddle_V2",0.49961593338968
"12952","HC0","x1","size","saddle_V2",0.370223327973332
"12953","HC0","x2","size","saddle_V2",0.146683264968854
"12954","HC0","x3","size","saddle_V2",0.848180965878671
"12955","HC0","x4","size","saddle_V2",0.706628027167838
"12956","HC0","x0","power","saddle_V2",0.897968529681222
"12957","HC0","x1","power","saddle_V2",0.132252146299834
"12958","HC0","x2","power","saddle_V2",0.513664128951071
"12959","HC0","x3","power","saddle_V2",0.000159738179088694
"12960","HC0","x4","power","saddle_V2",0.706628027167838
"12961","HC0","x0","size","saddle_V2",0.040712608423495
"12962","HC0","x1","size","saddle_V2",0.0283375672605778
"12963","HC0","x2","size","saddle_V2",0.12893031657892
"12964","HC0","x3","size","saddle_V2",0.120168552075566
"12965","HC0","x4","size","saddle_V2",0.841160682523699
"12966","HC0","x0","power","saddle_V2",0.0770889382845285
"12967","HC0","x1","power","saddle_V2",0.0139463437628869
"12968","HC0","x2","power","saddle_V2",0.829467294815212
"12969","HC0","x3","power","saddle_V2",0.494898173901605
"12970","HC0","x4","power","saddle_V2",0.841160682523699
"12971","HC0","x0","size","saddle_V2",0.666551827508156
"12972","HC0","x1","size","saddle_V2",0.423790688353798
"12973","HC0","x2","size","saddle_V2",0.429160849213956
"12974","HC0","x3","size","saddle_V2",0.253088307701466
"12975","HC0","x4","size","saddle_V2",0.368936561171466
"12976","HC0","x0","power","saddle_V2",0.370814999918992
"12977","HC0","x1","power","saddle_V2",0.74056604106675
"12978","HC0","x2","power","saddle_V2",0.005042407382452
"12979","HC0","x3","power","saddle_V2",0.0197271699927907
"12980","HC0","x4","power","saddle_V2",0.368936561171466
"12981","HC0","x0","size","saddle_V2",0.284142359299174
"12982","HC0","x1","size","saddle_V2",0.773700573759652
"12983","HC0","x2","size","saddle_V2",0.695288619319143
"12984","HC0","x3","size","saddle_V2",0.313069887922909
"12985","HC0","x4","size","saddle_V2",0.0965957629529112
"12986","HC0","x0","power","saddle_V2",0.441733853948826
"12987","HC0","x1","power","saddle_V2",0.475683465463829
"12988","HC0","x2","power","saddle_V2",0.0775516168337912
"12989","HC0","x3","power","saddle_V2",0.20697135755192
"12990","HC0","x4","power","saddle_V2",0.0965957629529112
"12991","HC0","x0","size","saddle_V2",0.563672542983615
"12992","HC0","x1","size","saddle_V2",0.452899405663321
"12993","HC0","x2","size","saddle_V2",0.322254206557652
"12994","HC0","x3","size","saddle_V2",0.0374753142823224
"12995","HC0","x4","size","saddle_V2",0.165635573872522
"12996","HC0","x0","power","saddle_V2",0.965469594248993
"12997","HC0","x1","power","saddle_V2",0.202892563889583
"12998","HC0","x2","power","saddle_V2",0.603936179414468
"12999","HC0","x3","power","saddle_V2",0.302084190263241
"13000","HC0","x4","power","saddle_V2",0.165635573872522
"13001","HC0","x0","size","saddle_V2",0.491792366869472
"13002","HC0","x1","size","saddle_V2",0.249489844068404
"13003","HC0","x2","size","saddle_V2",0.870528646751496
"13004","HC0","x3","size","saddle_V2",0.856212810279605
"13005","HC0","x4","size","saddle_V2",0.176238035339403
"13006","HC0","x0","power","saddle_V2",0.303339059415925
"13007","HC0","x1","power","saddle_V2",0.486824773243874
"13008","HC0","x2","power","saddle_V2",0.0484865739863441
"13009","HC0","x3","power","saddle_V2",0.0304704077028107
"13010","HC0","x4","power","saddle_V2",0.176238035339403
"13011","HC0","x0","size","saddle_V2",0.723246056139249
"13012","HC0","x1","size","saddle_V2",0.888203146979377
"13013","HC0","x2","size","saddle_V2",0.46726175232547
"13014","HC0","x3","size","saddle_V2",0.222667992461901
"13015","HC0","x4","size","saddle_V2",0.934460060599806
"13016","HC0","x0","power","saddle_V2",0.401825804116145
"13017","HC0","x1","power","saddle_V2",0.681850119437974
"13018","HC0","x2","power","saddle_V2",0.507553368826348
"13019","HC0","x3","power","saddle_V2",0.000957381310511685
"13020","HC0","x4","power","saddle_V2",0.934460060599806
"13021","HC0","x0","size","saddle_V2",0.993083369597306
"13022","HC0","x1","size","saddle_V2",0.57754129535168
"13023","HC0","x2","size","saddle_V2",0.641782857930601
"13024","HC0","x3","size","saddle_V2",0.61672979784434
"13025","HC0","x4","size","saddle_V2",0.315542133693691
"13026","HC0","x0","power","saddle_V2",0.721496614145682
"13027","HC0","x1","power","saddle_V2",0.82856515212483
"13028","HC0","x2","power","saddle_V2",0.0445137120794691
"13029","HC0","x3","power","saddle_V2",0.204022455640589
"13030","HC0","x4","power","saddle_V2",0.315542133693691
"13031","HC0","x0","size","saddle_V2",0.183728763357331
"13032","HC0","x1","size","saddle_V2",0.190548799770168
"13033","HC0","x2","size","saddle_V2",0.28930286680534
"13034","HC0","x3","size","saddle_V2",0.891202758455084
"13035","HC0","x4","size","saddle_V2",0.832372221702396
"13036","HC0","x0","power","saddle_V2",0.113044421085752
"13037","HC0","x1","power","saddle_V2",0.336616433718559
"13038","HC0","x2","power","saddle_V2",0.0300731956218622
"13039","HC0","x3","power","saddle_V2",0.131725685707138
"13040","HC0","x4","power","saddle_V2",0.832372221702396
"13041","HC0","x0","size","saddle_V2",0.104958926607555
"13042","HC0","x1","size","saddle_V2",0.250578017480452
"13043","HC0","x2","size","saddle_V2",0.250079447614854
"13044","HC0","x3","size","saddle_V2",0.555781733842832
"13045","HC0","x4","size","saddle_V2",0.940708304029419
"13046","HC0","x0","power","saddle_V2",0.224908797740677
"13047","HC0","x1","power","saddle_V2",0.0842847340470945
"13048","HC0","x2","power","saddle_V2",0.000641567598964662
"13049","HC0","x3","power","saddle_V2",0.012246343319205
"13050","HC0","x4","power","saddle_V2",0.940708304029419
"13051","HC0","x0","size","saddle_V2",0.81054058889775
"13052","HC0","x1","size","saddle_V2",0.895752665662985
"13053","HC0","x2","size","saddle_V2",0.380898869655523
"13054","HC0","x3","size","saddle_V2",0.241270645904692
"13055","HC0","x4","size","saddle_V2",0.690412023449681
"13056","HC0","x0","power","saddle_V2",0.893633091276224
"13057","HC0","x1","power","saddle_V2",0.62207960928912
"13058","HC0","x2","power","saddle_V2",0.0420017973289524
"13059","HC0","x3","power","saddle_V2",0.346744445960967
"13060","HC0","x4","power","saddle_V2",0.690412023449681
"13061","HC0","x0","size","saddle_V2",0.280924541540493
"13062","HC0","x1","size","saddle_V2",0.253854932043625
"13063","HC0","x2","size","saddle_V2",0.757233245404766
"13064","HC0","x3","size","saddle_V2",0.0712259570558596
"13065","HC0","x4","size","saddle_V2",0.727228256971276
"13066","HC0","x0","power","saddle_V2",0.206366886246434
"13067","HC0","x1","power","saddle_V2",0.346686386071181
"13068","HC0","x2","power","saddle_V2",0.277310459783633
"13069","HC0","x3","power","saddle_V2",0.00963740484353415
"13070","HC0","x4","power","saddle_V2",0.727228256971276
"13071","HC0","x0","size","saddle_V2",0.313367587367447
"13072","HC0","x1","size","saddle_V2",0.362297830142751
"13073","HC0","x2","size","saddle_V2",0.687899341865526
"13074","HC0","x3","size","saddle_V2",0.843635930296951
"13075","HC0","x4","size","saddle_V2",0.793118021213213
"13076","HC0","x0","power","saddle_V2",0.202866567138352
"13077","HC0","x1","power","saddle_V2",0.583704033926257
"13078","HC0","x2","power","saddle_V2",0.076959982403698
"13079","HC0","x3","power","saddle_V2",0.0512325147468379
"13080","HC0","x4","power","saddle_V2",0.793118021213213
"13081","HC0","x0","size","saddle_V2",0.418728723229883
"13082","HC0","x1","size","saddle_V2",0.565352474228074
"13083","HC0","x2","size","saddle_V2",0.690841399188184
"13084","HC0","x3","size","saddle_V2",0.475633121866727
"13085","HC0","x4","size","saddle_V2",0.987633130991838
"13086","HC0","x0","power","saddle_V2",0.28781958113248
"13087","HC0","x1","power","saddle_V2",0.798775137024036
"13088","HC0","x2","power","saddle_V2",0.120606643407405
"13089","HC0","x3","power","saddle_V2",0.12058997455222
"13090","HC0","x4","power","saddle_V2",0.987633130991838
"13091","HC0","x0","size","saddle_V2",0.439280253565907
"13092","HC0","x1","size","saddle_V2",0.853542950560996
"13093","HC0","x2","size","saddle_V2",0.834094426084983
"13094","HC0","x3","size","saddle_V2",0.700045226581859
"13095","HC0","x4","size","saddle_V2",0.262909481832413
"13096","HC0","x0","power","saddle_V2",0.272670950957971
"13097","HC0","x1","power","saddle_V2",0.768959307627085
"13098","HC0","x2","power","saddle_V2",0.0841642031453279
"13099","HC0","x3","power","saddle_V2",0.417482920330408
"13100","HC0","x4","power","saddle_V2",0.262909481832413
"13101","HC0","x0","size","saddle_V2",0.493434063302504
"13102","HC0","x1","size","saddle_V2",0.484916406918211
"13103","HC0","x2","size","saddle_V2",0.55929140552511
"13104","HC0","x3","size","saddle_V2",0.67388834333949
"13105","HC0","x4","size","saddle_V2",0.966731942066208
"13106","HC0","x0","power","saddle_V2",0.337292229010937
"13107","HC0","x1","power","saddle_V2",0.670328664186695
"13108","HC0","x2","power","saddle_V2",0.135856187491808
"13109","HC0","x3","power","saddle_V2",0.171949991853852
"13110","HC0","x4","power","saddle_V2",0.966731942066208
"13111","HC0","x0","size","saddle_V2",0.0974012272030309
"13112","HC0","x1","size","saddle_V2",0.171051965878044
"13113","HC0","x2","size","saddle_V2",0.316064241373024
"13114","HC0","x3","size","saddle_V2",0.139302735189682
"13115","HC0","x4","size","saddle_V2",0.412788426398512
"13116","HC0","x0","power","saddle_V2",0.0441053052043914
"13117","HC0","x1","power","saddle_V2",0.390376011505392
"13118","HC0","x2","power","saddle_V2",0.00901465512783412
"13119","HC0","x3","power","saddle_V2",0.11622867548325
"13120","HC0","x4","power","saddle_V2",0.412788426398512
"13121","HC0","x0","size","saddle_V2",0.967020006424691
"13122","HC0","x1","size","saddle_V2",0.974058085743757
"13123","HC0","x2","size","saddle_V2",0.938216345493567
"13124","HC0","x3","size","saddle_V2",0.564123928089686
"13125","HC0","x4","size","saddle_V2",0.939055027380365
"13126","HC0","x0","power","saddle_V2",0.714909010875291
"13127","HC0","x1","power","saddle_V2",0.67458969508003
"13128","HC0","x2","power","saddle_V2",0.125774367044158
"13129","HC0","x3","power","saddle_V2",0.0840986760736688
"13130","HC0","x4","power","saddle_V2",0.939055027380365
"13131","HC0","x0","size","saddle_V2",0.0712413435478383
"13132","HC0","x1","size","saddle_V2",0.0534329788032423
"13133","HC0","x2","size","saddle_V2",0.10723647475766
"13134","HC0","x3","size","saddle_V2",0.201586565256094
"13135","HC0","x4","size","saddle_V2",0.0822422709456926
"13136","HC0","x0","power","saddle_V2",0.0971115958725867
"13137","HC0","x1","power","saddle_V2",0.0379774899549374
"13138","HC0","x2","power","saddle_V2",0.453407552884819
"13139","HC0","x3","power","saddle_V2",0.57652656985561
"13140","HC0","x4","power","saddle_V2",0.0822422709456926
"13141","HC0","x0","size","saddle_V2",0.363050129976696
"13142","HC0","x1","size","saddle_V2",0.579003035660757
"13143","HC0","x2","size","saddle_V2",0.186166062433986
"13144","HC0","x3","size","saddle_V2",0.516103267227741
"13145","HC0","x4","size","saddle_V2",0.58474923931063
"13146","HC0","x0","power","saddle_V2",0.620661808004708
"13147","HC0","x1","power","saddle_V2",0.333564607003438
"13148","HC0","x2","power","saddle_V2",0.00888423043711103
"13149","HC0","x3","power","saddle_V2",0.975761302701746
"13150","HC0","x4","power","saddle_V2",0.58474923931063
"13151","HC0","x0","size","saddle_V2",0.834311116362074
"13152","HC0","x1","size","saddle_V2",0.69726112169635
"13153","HC0","x2","size","saddle_V2",0.757225908095256
"13154","HC0","x3","size","saddle_V2",0.626604687621092
"13155","HC0","x4","size","saddle_V2",0.205526781118559
"13156","HC0","x0","power","saddle_V2",0.529470928224561
"13157","HC0","x1","power","saddle_V2",0.921542849071985
"13158","HC0","x2","power","saddle_V2",0.0627932348559391
"13159","HC0","x3","power","saddle_V2",0.248099288749447
"13160","HC0","x4","power","saddle_V2",0.205526781118559
"13161","HC0","x0","size","saddle_V2",0.676061240119569
"13162","HC0","x1","size","saddle_V2",0.567923530100375
"13163","HC0","x2","size","saddle_V2",0.846832665996046
"13164","HC0","x3","size","saddle_V2",0.630733356480092
"13165","HC0","x4","size","saddle_V2",0.0940628536080321
"13166","HC0","x0","power","saddle_V2",0.433806306233818
"13167","HC0","x1","power","saddle_V2",0.841529781594618
"13168","HC0","x2","power","saddle_V2",0.0961629925485352
"13169","HC0","x3","power","saddle_V2",0.0374077118389006
"13170","HC0","x4","power","saddle_V2",0.0940628536080321
"13171","HC0","x0","size","saddle_V2",0.98535514490815
"13172","HC0","x1","size","saddle_V2",0.88811216404738
"13173","HC0","x2","size","saddle_V2",0.99704062327904
"13174","HC0","x3","size","saddle_V2",0.608619437599397
"13175","HC0","x4","size","saddle_V2",0.877224063842192
"13176","HC0","x0","power","saddle_V2",0.764066003725587
"13177","HC0","x1","power","saddle_V2",0.813064131639249
"13178","HC0","x2","power","saddle_V2",0.194106779500551
"13179","HC0","x3","power","saddle_V2",0.0810185618737377
"13180","HC0","x4","power","saddle_V2",0.877224063842192
"13181","HC0","x0","size","saddle_V2",0.865717299992515
"13182","HC0","x1","size","saddle_V2",0.888948951288167
"13183","HC0","x2","size","saddle_V2",0.87020617962417
"13184","HC0","x3","size","saddle_V2",0.573062531330253
"13185","HC0","x4","size","saddle_V2",0.654700369437134
"13186","HC0","x0","power","saddle_V2",0.59511843653487
"13187","HC0","x1","power","saddle_V2",0.7445752800984
"13188","HC0","x2","power","saddle_V2",0.0300548134830443
"13189","HC0","x3","power","saddle_V2",0.0397223234887737
"13190","HC0","x4","power","saddle_V2",0.654700369437134
"13191","HC0","x0","size","saddle_V2",0.57972443679366
"13192","HC0","x1","size","saddle_V2",0.675207830243527
"13193","HC0","x2","size","saddle_V2",0.565711904322216
"13194","HC0","x3","size","saddle_V2",0.978900052224483
"13195","HC0","x4","size","saddle_V2",0.681068101992718
"13196","HC0","x0","power","saddle_V2",0.368594742543223
"13197","HC0","x1","power","saddle_V2",0.994077161134709
"13198","HC0","x2","power","saddle_V2",0.0129658787693794
"13199","HC0","x3","power","saddle_V2",0.0790150530874672
"13200","HC0","x4","power","saddle_V2",0.681068101992718
"13201","HC0","x0","size","saddle_V2",0.285042133877857
"13202","HC0","x1","size","saddle_V2",0.197507493080302
"13203","HC0","x2","size","saddle_V2",0.369273935963766
"13204","HC0","x3","size","saddle_V2",0.76525076856853
"13205","HC0","x4","size","saddle_V2",0.604811247728745
"13206","HC0","x0","power","saddle_V2",0.576224808518609
"13207","HC0","x1","power","saddle_V2",0.073134689390166
"13208","HC0","x2","power","saddle_V2",0.26553778093492
"13209","HC0","x3","power","saddle_V2",0.169739091267777
"13210","HC0","x4","power","saddle_V2",0.604811247728745
"13211","HC0","x0","size","saddle_V2",0.498338731429717
"13212","HC0","x1","size","saddle_V2",0.948566674547525
"13213","HC0","x2","size","saddle_V2",0.463333493206448
"13214","HC0","x3","size","saddle_V2",0.47383039042046
"13215","HC0","x4","size","saddle_V2",0.692410174031715
"13216","HC0","x0","power","saddle_V2",0.902227202287537
"13217","HC0","x1","power","saddle_V2",0.526392435272704
"13218","HC0","x2","power","saddle_V2",0.0559252466453673
"13219","HC0","x3","power","saddle_V2",0.000173335851898193
"13220","HC0","x4","power","saddle_V2",0.692410174031715
"13221","HC0","x0","size","saddle_V2",0.250732405429738
"13222","HC0","x1","size","saddle_V2",0.230851143426093
"13223","HC0","x2","size","saddle_V2",0.281088907944607
"13224","HC0","x3","size","saddle_V2",0.47609041060184
"13225","HC0","x4","size","saddle_V2",0.6280066014435
"13226","HC0","x0","power","saddle_V2",0.529070328522645
"13227","HC0","x1","power","saddle_V2",0.079783455484505
"13228","HC0","x2","power","saddle_V2",0.00430170431714787
"13229","HC0","x3","power","saddle_V2",0.0922387023645215
"13230","HC0","x4","power","saddle_V2",0.6280066014435
"13231","HC0","x0","size","saddle_V2",0.763283426316027
"13232","HC0","x1","size","saddle_V2",0.387022315986779
"13233","HC0","x2","size","saddle_V2",0.162169917706323
"13234","HC0","x3","size","saddle_V2",0.0213917406928587
"13235","HC0","x4","size","saddle_V2",0.756958940773442
