"","HC","coef","criterion","test","value"
"511","HC0","x0","size","saddle_V1",0.659493266779163
"512","HC0","x1","size","saddle_V1",0.290081831219007
"513","HC0","x2","size","saddle_V1",0.497656370464548
"514","HC0","x3","size","saddle_V1",0.172447063630233
"515","HC0","x4","size","saddle_V1",0.848658911942218
"516","HC0","x0","power","saddle_V1",0.900295308301569
"517","HC0","x1","power","saddle_V1",0.118482003120094
"518","HC0","x2","power","saddle_V1",0.242447585965303
"519","HC0","x3","power","saddle_V1",0.239526632837651
"520","HC0","x4","power","saddle_V1",0.848658911942218
"521","HC0","x0","size","saddle_V1",0.378716302279463
"522","HC0","x1","size","saddle_V1",0.571267283587425
"523","HC0","x2","size","saddle_V1",0.413896440137445
"524","HC0","x3","size","saddle_V1",0.774703861127595
"525","HC0","x4","size","saddle_V1",0.299794981577202
"526","HC0","x0","power","saddle_V1",0.192438135838561
"527","HC0","x1","power","saddle_V1",0.954657946685696
"528","HC0","x2","power","saddle_V1",0.0185728638037076
"529","HC0","x3","power","saddle_V1",0.00928093498562769
"530","HC0","x4","power","saddle_V1",0.299794981577202
"531","HC0","x0","size","saddle_V1",0.566538966534961
"532","HC0","x1","size","saddle_V1",0.569129719095956
"533","HC0","x2","size","saddle_V1",0.276552843963625
"534","HC0","x3","size","saddle_V1",0.789784407379384
"535","HC0","x4","size","saddle_V1",0.534432145157915
"536","HC0","x0","power","saddle_V1",0.379926008000888
"537","HC0","x1","power","saddle_V1",0.817841046049787
"538","HC0","x2","power","saddle_V1",0.0203888330164757
"539","HC0","x3","power","saddle_V1",0.0576902401079645
"540","HC0","x4","power","saddle_V1",0.534432145157915
"541","HC0","x0","size","saddle_V1",0.0692830882130801
"542","HC0","x1","size","saddle_V1",0.138237631802401
"543","HC0","x2","size","saddle_V1",0.170282042279945
"544","HC0","x3","size","saddle_V1",0.698418279868213
"545","HC0","x4","size","saddle_V1",0.49249642037663
"546","HC0","x0","power","saddle_V1",0.0271251331150114
"547","HC0","x1","power","saddle_V1",0.373590247058608
"548","HC0","x2","power","saddle_V1",0.000964414772106777
"549","HC0","x3","power","saddle_V1",0.00302079717699769
"550","HC0","x4","power","saddle_V1",0.49249642037663
"551","HC0","x0","size","saddle_V1",0.895490948809022
"552","HC0","x1","size","saddle_V1",0.841741272055005
"553","HC0","x2","size","saddle_V1",0.432715631852694
"554","HC0","x3","size","saddle_V1",0.246562724541322
"555","HC0","x4","size","saddle_V1",0.259331261214674
"556","HC0","x0","power","saddle_V1",0.676284823661048
"557","HC0","x1","power","saddle_V1",0.610737838463654
"558","HC0","x2","power","saddle_V1",0.711596663242328
"559","HC0","x3","power","saddle_V1",0.00350799324635222
"560","HC0","x4","power","saddle_V1",0.259331261214674
"561","HC0","x0","size","saddle_V1",0.267009289916566
"562","HC0","x1","size","saddle_V1",0.242999079331722
"563","HC0","x2","size","saddle_V1",0.313570081487096
"564","HC0","x3","size","saddle_V1",0.803780585665247
"565","HC0","x4","size","saddle_V1",0.875626652807978
"566","HC0","x0","power","saddle_V1",0.455167640810195
"567","HC0","x1","power","saddle_V1",0.118332532575431
"568","HC0","x2","power","saddle_V1",0.441046327096569
"569","HC0","x3","power","saddle_V1",0.0711637030688273
"570","HC0","x4","power","saddle_V1",0.875626652807978
"571","HC0","x0","size","saddle_V1",0.0439201311213526
"572","HC0","x1","size","saddle_V1",0.226614317948386
"573","HC0","x2","size","saddle_V1",0.879276542338655
"574","HC0","x3","size","saddle_V1",0.618554007906148
"575","HC0","x4","size","saddle_V1",0.870405834477385
"576","HC0","x0","power","saddle_V1",0.0921002598767063
"577","HC0","x1","power","saddle_V1",0.113587866443413
"578","HC0","x2","power","saddle_V1",0.184476223783837
"579","HC0","x3","power","saddle_V1",0.015975664891946
"580","HC0","x4","power","saddle_V1",0.870405834477385
"581","HC0","x0","size","saddle_V1",0.570394606779508
"582","HC0","x1","size","saddle_V1",0.489625461498225
"583","HC0","x2","size","saddle_V1",0.937632294467536
"584","HC0","x3","size","saddle_V1",0.275647121266115
"585","HC0","x4","size","saddle_V1",0.661707963414166
"586","HC0","x0","power","saddle_V1",0.364314570901728
"587","HC0","x1","power","saddle_V1",0.782664465154755
"588","HC0","x2","power","saddle_V1",0.0994449221357658
"589","HC0","x3","power","saddle_V1",0.0114702855432559
"590","HC0","x4","power","saddle_V1",0.661707963414166
"591","HC0","x0","size","saddle_V1",0.0188882180805938
"592","HC0","x1","size","saddle_V1",0.0224993290249122
"593","HC0","x2","size","saddle_V1",0.513924222031058
"594","HC0","x3","size","saddle_V1",0.561972645786002
"595","HC0","x4","size","saddle_V1",0.969691110068705
"596","HC0","x0","power","saddle_V1",0.0739871240652746
"597","HC0","x1","power","saddle_V1",0.00507879552479258
"598","HC0","x2","power","saddle_V1",0.165258179176133
"599","HC0","x3","power","saddle_V1",0.00655879501141867
"600","HC0","x4","power","saddle_V1",0.969691110068705
"601","HC0","x0","size","saddle_V1",0.529144480237267
"602","HC0","x1","size","saddle_V1",0.378015261170492
"603","HC0","x2","size","saddle_V1",0.383923772192386
"604","HC0","x3","size","saddle_V1",0.515074167905875
"605","HC0","x4","size","saddle_V1",0.0926461230353252
"606","HC0","x0","power","saddle_V1",0.743311014730641
"607","HC0","x1","power","saddle_V1",0.216658313909274
"608","HC0","x2","power","saddle_V1",0.431856704561181
"609","HC0","x3","power","saddle_V1",0.0541813775950934
"610","HC0","x4","power","saddle_V1",0.0926461230353252
"611","HC0","x0","size","saddle_V1",0.54447642216513
"612","HC0","x1","size","saddle_V1",0.860338665208813
"613","HC0","x2","size","saddle_V1",0.187133290980168
"614","HC0","x3","size","saddle_V1",0.988419740566897
"615","HC0","x4","size","saddle_V1",0.314961093982326
"616","HC0","x0","power","saddle_V1",0.274972373025274
"617","HC0","x1","power","saddle_V1",0.615392022821517
"618","HC0","x2","power","saddle_V1",0.590551602038004
"619","HC0","x3","power","saddle_V1",0.244418074917138
"620","HC0","x4","power","saddle_V1",0.314961093982326
"621","HC0","x0","size","saddle_V1",0.747591908949421
"622","HC0","x1","size","saddle_V1",0.827818147549204
"623","HC0","x2","size","saddle_V1",0.688010390871798
"624","HC0","x3","size","saddle_V1",0.731315962979872
"625","HC0","x4","size","saddle_V1",0.833176649895126
"626","HC0","x0","power","saddle_V1",0.546285948055507
"627","HC0","x1","power","saddle_V1",0.877392977681066
"628","HC0","x2","power","saddle_V1",0.235337365952166
"629","HC0","x3","power","saddle_V1",0.13219034694136
"630","HC0","x4","power","saddle_V1",0.833176649895126
"631","HC0","x0","size","saddle_V1",0.44977168571565
"632","HC0","x1","size","saddle_V1",0.43643273377858
"633","HC0","x2","size","saddle_V1",0.0946365495259824
"634","HC0","x3","size","saddle_V1",0.366971126297266
"635","HC0","x4","size","saddle_V1",0.32789998735781
"636","HC0","x0","power","saddle_V1",0.247351005362761
"637","HC0","x1","power","saddle_V1",0.748189976766322
"638","HC0","x2","power","saddle_V1",0.000158986582493694
"639","HC0","x3","power","saddle_V1",0.255386649827495
"640","HC0","x4","power","saddle_V1",0.32789998735781
"641","HC0","x0","size","saddle_V1",0.339693878983097
"642","HC0","x1","size","saddle_V1",0.743692434093794
"643","HC0","x2","size","saddle_V1",0.785314008628486
"644","HC0","x3","size","saddle_V1",0.113629413626682
"645","HC0","x4","size","saddle_V1",0.0207263050635254
"646","HC0","x0","power","saddle_V1",0.209340532532992
"647","HC0","x1","power","saddle_V1",0.97501018213564
"648","HC0","x2","power","saddle_V1",0.30838158074608
"649","HC0","x3","power","saddle_V1",0.00894687325018828
"650","HC0","x4","power","saddle_V1",0.0207263050635254
"651","HC0","x0","size","saddle_V1",0.29257598247623
"652","HC0","x1","size","saddle_V1",0.475668332529594
"653","HC0","x2","size","saddle_V1",0.0193338062608099
"654","HC0","x3","size","saddle_V1",0.917201787555582
"655","HC0","x4","size","saddle_V1",0.0480503934706111
"656","HC0","x0","power","saddle_V1",0.167332854286872
"657","HC0","x1","power","saddle_V1",0.714877860338678
"658","HC0","x2","power","saddle_V1",0.000226483269049619
"659","HC0","x3","power","saddle_V1",0.383474125468744
"660","HC0","x4","power","saddle_V1",0.0480503934706111
"661","HC0","x0","size","saddle_V1",0.414804768985391
"662","HC0","x1","size","saddle_V1",0.318129192754022
"663","HC0","x2","size","saddle_V1",0.18721975318899
"664","HC0","x3","size","saddle_V1",0.594885686337806
"665","HC0","x4","size","saddle_V1",0.806632568280834
"666","HC0","x0","power","saddle_V1",0.626276284888767
"667","HC0","x1","power","saddle_V1",0.166664425276219
"668","HC0","x2","power","saddle_V1",0.390429228050824
"669","HC0","x3","power","saddle_V1",0.0428197289396829
"670","HC0","x4","power","saddle_V1",0.806632568280834
"671","HC0","x0","size","saddle_V1",0.492289975405493
"672","HC0","x1","size","saddle_V1",0.45915192925405
"673","HC0","x2","size","saddle_V1",0.627522891553643
"674","HC0","x3","size","saddle_V1",0.119316534367164
"675","HC0","x4","size","saddle_V1",0.137934009921981
"676","HC0","x0","power","saddle_V1",0.918144592212117
"677","HC0","x1","power","saddle_V1",0.184914497391821
"678","HC0","x2","power","saddle_V1",0.302782663371952
"679","HC0","x3","power","saddle_V1",0.851554109271772
"680","HC0","x4","power","saddle_V1",0.137934009921981
"681","HC0","x0","size","saddle_V1",0.439391757725368
"682","HC0","x1","size","saddle_V1",0.698606071305826
"683","HC0","x2","size","saddle_V1",0.535342795608217
"684","HC0","x3","size","saddle_V1",0.126503201975746
"685","HC0","x4","size","saddle_V1",0.930477820486143
"686","HC0","x0","power","saddle_V1",0.691675010113868
"687","HC0","x1","power","saddle_V1",0.411296890400322
"688","HC0","x2","power","saddle_V1",0.502748389531808
"689","HC0","x3","power","saddle_V1",0.00212876871044802
"690","HC0","x4","power","saddle_V1",0.930477820486143
"691","HC0","x0","size","saddle_V1",0.310272995013491
"692","HC0","x1","size","saddle_V1",0.613529210306261
"693","HC0","x2","size","saddle_V1",0.815413001231204
"694","HC0","x3","size","saddle_V1",0.0827084367260794
"695","HC0","x4","size","saddle_V1",0.709058018952899
"696","HC0","x0","power","saddle_V1",0.478777647271071
"697","HC0","x1","power","saddle_V1",0.421802514284979
"698","HC0","x2","power","saddle_V1",0.177780375546509
"699","HC0","x3","power","saddle_V1",0.000120164594451642
"700","HC0","x4","power","saddle_V1",0.709058018952899
"701","HC0","x0","size","saddle_V1",0.0713541350421124
"702","HC0","x1","size","saddle_V1",0.15530405298904
"703","HC0","x2","size","saddle_V1",0.619503412663333
"704","HC0","x3","size","saddle_V1",0.875322727668403
"705","HC0","x4","size","saddle_V1",0.518101697583576
"706","HC0","x0","power","saddle_V1",0.0389461511588938
"707","HC0","x1","power","saddle_V1",0.270457282474364
"708","HC0","x2","power","saddle_V1",0.0900448720337561
"709","HC0","x3","power","saddle_V1",0.13672787959966
"710","HC0","x4","power","saddle_V1",0.518101697583576
"711","HC0","x0","size","saddle_V1",0.036972911377892
"712","HC0","x1","size","saddle_V1",0.0489489364812003
"713","HC0","x2","size","saddle_V1",0.31208080688102
"714","HC0","x3","size","saddle_V1",0.594067310578244
"715","HC0","x4","size","saddle_V1",0.733916734727017
"716","HC0","x0","power","saddle_V1",0.0713845603276135
"717","HC0","x1","power","saddle_V1",0.0226210428061743
"718","HC0","x2","power","saddle_V1",0.561748790287317
"719","HC0","x3","power","saddle_V1",0.000766413331584698
"720","HC0","x4","power","saddle_V1",0.733916734727017
"721","HC0","x0","size","saddle_V1",0.743071056090244
"722","HC0","x1","size","saddle_V1",0.500281517595346
"723","HC0","x2","size","saddle_V1",0.0197350325426489
"724","HC0","x3","size","saddle_V1",0.426055869001362
"725","HC0","x4","size","saddle_V1",0.454586932348119
"726","HC0","x0","power","saddle_V1",0.36621505290904
"727","HC0","x1","power","saddle_V1",0.991167199639571
"728","HC0","x2","power","saddle_V1",6.92467598989663e-05
"729","HC0","x3","power","saddle_V1",0.00591712560923946
"730","HC0","x4","power","saddle_V1",0.454586932348119
"731","HC0","x0","size","saddle_V1",0.773674214204377
"732","HC0","x1","size","saddle_V1",0.876181860860572
"733","HC0","x2","size","saddle_V1",0.691869869454215
"734","HC0","x3","size","saddle_V1",0.876489697630902
"735","HC0","x4","size","saddle_V1",0.913989568203486
"736","HC0","x0","power","saddle_V1",0.991252703673674
"737","HC0","x1","power","saddle_V1",0.646261224419329
"738","HC0","x2","power","saddle_V1",0.0942675822799697
"739","HC0","x3","power","saddle_V1",0.0765870831786025
"740","HC0","x4","power","saddle_V1",0.913989568203486
"741","HC0","x0","size","saddle_V1",0.956295269020153
"742","HC0","x1","size","saddle_V1",0.756412816406832
"743","HC0","x2","size","saddle_V1",0.813492572251506
"744","HC0","x3","size","saddle_V1",0.0916868833084013
"745","HC0","x4","size","saddle_V1",0.0087588129537401
"746","HC0","x0","power","saddle_V1",0.687187063425625
"747","HC0","x1","power","saddle_V1",0.852338469940493
"748","HC0","x2","power","saddle_V1",0.0495955868191615
"749","HC0","x3","power","saddle_V1",0.734213769742187
"750","HC0","x4","power","saddle_V1",0.0087588129537401
"751","HC0","x0","size","saddle_V1",0.863528387268919
"752","HC0","x1","size","saddle_V1",0.847326087121748
"753","HC0","x2","size","saddle_V1",0.225266116742828
"754","HC0","x3","size","saddle_V1",0.529156387261984
"755","HC0","x4","size","saddle_V1",0.936303340779907
"756","HC0","x0","power","saddle_V1",0.42763628813075
"757","HC0","x1","power","saddle_V1",0.364202073912405
"758","HC0","x2","power","saddle_V1",0.332712512716795
"759","HC0","x3","power","saddle_V1",0.00654021110392669
"760","HC0","x4","power","saddle_V1",0.936303340779907
"761","HC0","x0","size","saddle_V1",0.0718253463494507
"762","HC0","x1","size","saddle_V1",0.0587934214901366
"763","HC0","x2","size","saddle_V1",0.0860433341566424
"764","HC0","x3","size","saddle_V1",0.165671076785877
"765","HC0","x4","size","saddle_V1",0.451074314478012
"766","HC0","x0","power","saddle_V1",0.0451364355002853
"767","HC0","x1","power","saddle_V1",0.0969194021934988
"768","HC0","x2","power","saddle_V1",0.00300502908359081
"769","HC0","x3","power","saddle_V1",0.000803731362373177
"770","HC0","x4","power","saddle_V1",0.451074314478012
"771","HC0","x0","size","saddle_V1",0.450013660031206
"772","HC0","x1","size","saddle_V1",0.470876825088727
"773","HC0","x2","size","saddle_V1",0.415882637948087
"774","HC0","x3","size","saddle_V1",0.258362289211035
"775","HC0","x4","size","saddle_V1",0.507930871899093
"776","HC0","x0","power","saddle_V1",0.257228873697501
"777","HC0","x1","power","saddle_V1",0.819608640307759
"778","HC0","x2","power","saddle_V1",0.0176325127760792
"779","HC0","x3","power","saddle_V1",0.0116736277211063
"780","HC0","x4","power","saddle_V1",0.507930871899093
"781","HC0","x0","size","saddle_V1",0.582037619869422
"782","HC0","x1","size","saddle_V1",0.910870035465089
"783","HC0","x2","size","saddle_V1",0.588286400817568
"784","HC0","x3","size","saddle_V1",0.94943476109526
"785","HC0","x4","size","saddle_V1",0.867840389313474
"786","HC0","x0","power","saddle_V1",0.403412576330659
"787","HC0","x1","power","saddle_V1",0.789319413936392
"788","HC0","x2","power","saddle_V1",0.356672542087851
"789","HC0","x3","power","saddle_V1",0.228250738453555
"790","HC0","x4","power","saddle_V1",0.867840389313474
"791","HC0","x0","size","saddle_V1",0.195755885118121
"792","HC0","x1","size","saddle_V1",0.327561147425613
"793","HC0","x2","size","saddle_V1",0.31529278671021
"794","HC0","x3","size","saddle_V1",0.372987089426545
"795","HC0","x4","size","saddle_V1",0.245774955385104
"796","HC0","x0","power","saddle_V1",0.0856766319223321
"797","HC0","x1","power","saddle_V1",0.75330290129677
"798","HC0","x2","power","saddle_V1",0.0337952390765855
"799","HC0","x3","power","saddle_V1",0.16900764619251
"800","HC0","x4","power","saddle_V1",0.245774955385104
"801","HC0","x0","size","saddle_V1",0.159037587424444
"802","HC0","x1","size","saddle_V1",0.22463561170179
"803","HC0","x2","size","saddle_V1",0.0916878583651346
"804","HC0","x3","size","saddle_V1",0.38528507206719
"805","HC0","x4","size","saddle_V1",0.0304495370960703
"806","HC0","x0","power","saddle_V1",0.229535598934689
"807","HC0","x1","power","saddle_V1",0.145987020645766
"808","HC0","x2","power","saddle_V1",0.702466430065029
"809","HC0","x3","power","saddle_V1",0.310922499367793
"810","HC0","x4","power","saddle_V1",0.0304495370960703
"811","HC0","x0","size","saddle_V1",0.28594474955709
"812","HC0","x1","size","saddle_V1",0.572239990458449
"813","HC0","x2","size","saddle_V1",0.797434637908053
"814","HC0","x3","size","saddle_V1",0.140782440790662
"815","HC0","x4","size","saddle_V1",0.312125459086958
"816","HC0","x0","power","saddle_V1",0.543281399154026
"817","HC0","x1","power","saddle_V1",0.270252257490816
"818","HC0","x2","power","saddle_V1",0.193134586485469
"819","HC0","x3","power","saddle_V1",0.00105429900896224
"820","HC0","x4","power","saddle_V1",0.312125459086958
"821","HC0","x0","size","saddle_V1",0.262621916983446
"822","HC0","x1","size","saddle_V1",0.399258556237974
"823","HC0","x2","size","saddle_V1",0.47371415530218
"824","HC0","x3","size","saddle_V1",0.468059592682455
