"",".n","HC","coef","criterion","saddle_V1","saddle_V2"
"4892",490,"HC0","x1","size",0.561582156840767,0.570350558602494
"4893",490,"HC0","x2","size",0.906844282184456,0.909836880423356
"4894",490,"HC0","x3","size",0.3189289614192,0.350382924412064
"4895",490,"HC0","x4","size",0.357612890507422,0.347080421338395
"4896",490,"HC0","x0","power",0.941116493962336,0.942302428455507
"4897",490,"HC0","x1","power",0.273162029260528,0.288558395853648
"4898",490,"HC0","x2","power",0.0350288009906725,0.0496426981737722
"4899",490,"HC0","x3","power",0.324406976637346,0.355871546825921
"4900",490,"HC0","x4","power",0.357612890507422,0.347080421338395
"4901",491,"HC0","x0","size",0.151768340264086,0.206033102246092
"4902",491,"HC0","x1","size",0.143753059866403,0.195482960787905
"4903",491,"HC0","x2","size",0.109350846470395,0.151768766283644
"4904",491,"HC0","x3","size",0.581336058345354,0.579803216273935
"4905",491,"HC0","x4","size",0.633566851264053,0.659851297485818
"4906",491,"HC0","x0","power",0.231177166737534,0.285099888982035
"4907",491,"HC0","x1","power",0.0872694206699177,0.134165613773475
"4908",491,"HC0","x2","power",0.691872931565948,0.709969722600043
"4909",491,"HC0","x3","power",0.160545775619769,0.160020197362419
"4910",491,"HC0","x4","power",0.633566851264053,0.659851297485818
"4911",492,"HC0","x0","size",0.946259777972651,0.949162132149569
"4912",492,"HC0","x1","size",0.644763313429645,0.664456139375922
"4913",492,"HC0","x2","size",0.266436970698302,0.298866890897185
"4914",492,"HC0","x3","size",0.613508765557512,0.642093283166146
"4915",492,"HC0","x4","size",0.839787279728737,0.842706506449507
"4916",492,"HC0","x0","power",0.792118816555529,0.804633098338942
"4917",492,"HC0","x1","power",0.984819122901369,0.985488189135545
"4918",492,"HC0","x2","power",0.0201931739366103,0.0359952022334515
"4919",492,"HC0","x3","power",0.0739503406358602,0.114382587919
"4920",492,"HC0","x4","power",0.839787279728737,0.842706506449507
"4921",493,"HC0","x0","size",0.312251993591564,0.319803399006925
"4922",493,"HC0","x1","size",0.214761107604964,0.220186133984238
"4923",493,"HC0","x2","size",0.493085947145363,0.497693082387647
"4924",493,"HC0","x3","size",0.47997132001396,0.48988216811014
"4925",493,"HC0","x4","size",0.0570458562459143,0.0571136827525503
"4926",493,"HC0","x0","power",0.168043204705952,0.176356297210639
"4927",493,"HC0","x1","power",0.409510100158052,0.413845239826099
"4928",493,"HC0","x2","power",0.0380338630742738,0.0418722774733758
"4929",493,"HC0","x3","power",0.0117206465374916,0.0153487246764546
"4930",493,"HC0","x4","power",0.0570458562459143,0.0571136827525503
"4931",494,"HC0","x0","size",0.652996053226476,0.659923078833599
"4932",494,"HC0","x1","size",0.928465016534022,0.929287396443767
"4933",494,"HC0","x2","size",0.126981224049705,0.131362484434022
"4934",494,"HC0","x3","size",0.68435926070974,0.689871847856619
"4935",494,"HC0","x4","size",0.0530443611635381,0.0680699191696027
"4936",494,"HC0","x0","power",0.887402627299431,0.889448055908115
"4937",494,"HC0","x1","power",0.621200072602768,0.626199489753393
"4938",494,"HC0","x2","power",0.228813131253602,0.232494926626235
"4939",494,"HC0","x3","power",0.0415371071680671,0.0510896058501385
"4940",494,"HC0","x4","power",0.0530443611635381,0.0680699191696027
"4941",495,"HC0","x0","size",0.494102433789683,0.497521783097812
"4942",495,"HC0","x1","size",0.473959532730875,0.48141459456607
"4943",495,"HC0","x2","size",0.985194923823685,0.985065573345358
"4944",495,"HC0","x3","size",0.579234742622837,0.600697395965117
"4945",495,"HC0","x4","size",0.970935756047845,0.972435813462377
"4946",495,"HC0","x0","power",0.737355125274963,0.738651656496858
"4947",495,"HC0","x1","power",0.282486837312601,0.293820281404182
"4948",495,"HC0","x2","power",0.180955772953796,0.179432917193117
"4949",495,"HC0","x3","power",0.384977115971114,0.415412938866462
"4950",495,"HC0","x4","power",0.970935756047845,0.972435813462377
"4951",496,"HC0","x0","size",0.817748643657203,0.824863041991491
"4952",496,"HC0","x1","size",0.98004969704817,0.981118349753002
"4953",496,"HC0","x2","size",0.826195147093238,0.841657252653483
"4954",496,"HC0","x3","size",0.322463746065399,0.367472632782694
"4955",496,"HC0","x4","size",0.268496539929554,0.282147214243023
"4956",496,"HC0","x0","power",0.508886268652663,0.528731271530277
"4957",496,"HC0","x1","power",0.675101739854068,0.695203338563557
"4958",496,"HC0","x2","power",0.277397895714746,0.337587383703214
"4959",496,"HC0","x3","power",0.690625471750157,0.709673998123085
"4960",496,"HC0","x4","power",0.268496539929554,0.282147214243023
"4961",497,"HC0","x0","size",0.155569150807039,0.177132682425333
"4962",497,"HC0","x1","size",0.123819552230467,0.145769837055539
"4963",497,"HC0","x2","size",0.148780270261781,0.220330865024869
"4964",497,"HC0","x3","size",0.0219636811158673,0.0254391564502059
"4965",497,"HC0","x4","size",0.446252035226291,0.447020334325014
"4966",497,"HC0","x0","power",0.231390518481821,0.252526179720411
"4967",497,"HC0","x1","power",0.0751080068406047,0.0951798992439491
"4968",497,"HC0","x2","power",0.790486937035299,0.811330183964569
"4969",497,"HC0","x3","power",0.920510676139833,0.92002030640124
"4970",497,"HC0","x4","power",0.446252035226291,0.447020334325014
"4971",498,"HC0","x0","size",0.235224948934107,0.294805977812011
"4972",498,"HC0","x1","size",0.311001932130064,0.372230435696826
"4973",498,"HC0","x2","size",0.484631249634529,0.530284343993816
"4974",498,"HC0","x3","size",0.227175222240352,0.236457480089812
"4975",498,"HC0","x4","size",0.363426327002243,0.378846649441476
"4976",498,"HC0","x0","power",0.357637719538621,0.456832464995692
"4977",498,"HC0","x1","power",0.208843691997964,0.273220464061277
"4978",498,"HC0","x2","power",0.620776846494069,0.654402027636001
"4979",498,"HC0","x3","power",0.383786400483746,0.391955774695485
"4980",498,"HC0","x4","power",0.363426327002243,0.378846649441476
"4981",499,"HC0","x0","size",0.90900914489256,0.912612723009709
"4982",499,"HC0","x1","size",0.495417149914936,0.519495129969276
"4983",499,"HC0","x2","size",0.994755900952247,0.994976496197839
"4984",499,"HC0","x3","size",0.000650141555810412,0.00170405492961101
"4985",499,"HC0","x4","size",0.653092446133748,0.663962081383856
"4986",499,"HC0","x0","power",0.704427027048131,0.717452265703669
"4987",499,"HC0","x1","power",0.929843939910185,0.93289149306272
"4988",499,"HC0","x2","power",0.140075067518921,0.175363942767609
"4989",499,"HC0","x3","power",9.81021812131334e-07,8.59371977848303e-06
"4990",499,"HC0","x4","power",0.653092446133748,0.663962081383856
"4991",500,"HC0","x0","size",0.516037379494541,0.525005148660283
"4992",500,"HC0","x1","size",0.672296463189805,0.676069788297522
"4993",500,"HC0","x2","size",0.39621025777298,0.40062163558416
"4994",500,"HC0","x3","size",0.339535235405275,0.349648808326401
"4995",500,"HC0","x4","size",0.33904348942254,0.353364977112336
"4996",500,"HC0","x0","power",0.754921172751642,0.759081298881898
"4997",500,"HC0","x1","power",0.405407447386436,0.413203939594656
"4998",500,"HC0","x2","power",0.694833718647222,0.696520652151817
"4999",500,"HC0","x3","power",0.00169612976924515,0.0031191285773955
"5000",500,"HC0","x4","power",0.33904348942254,0.353364977112336
"5001",501,"HC0","x0","size",0.776339017099603,0.778362636736981
"5002",501,"HC0","x1","size",0.553481394654337,0.560931381593643
"5003",501,"HC0","x2","size",0.548692098458717,0.560985735222741
"5004",501,"HC0","x3","size",0.309222674058285,0.331037174355546
"5005",501,"HC0","x4","size",0.208846667728595,0.217046433899095
"5006",501,"HC0","x0","power",0.871717384993892,0.87278978705543
"5007",501,"HC0","x1","power",0.319143773227035,0.331473627455177
"5008",501,"HC0","x2","power",0.589020741236015,0.600217908770762
"5009",501,"HC0","x3","power",0.0213293828579741,0.0312782883326753
"5010",501,"HC0","x4","power",0.208846667728595,0.217046433899095
"5011",502,"HC0","x0","size",0.413670191656918,0.434931433951878
"5012",502,"HC0","x1","size",0.927775818121149,0.930949380368126
"5013",502,"HC0","x2","size",0.597452363757825,0.63511248742188
"5014",502,"HC0","x3","size",0.396440348906979,0.411040172421857
"5015",502,"HC0","x4","size",0.507692791223991,0.520730475343271
"5016",502,"HC0","x0","power",0.622735920263801,0.636143275025255
"5017",502,"HC0","x1","power",0.623942959511357,0.642187108304505
"5018",502,"HC0","x2","power",0.11966984232123,0.182568085949631
"5019",502,"HC0","x3","power",0.0164791684211467,0.022782291349638
"5020",502,"HC0","x4","power",0.507692791223991,0.520730475343271
"5021",503,"HC0","x0","size",0.128025688460158,0.142380201475835
"5022",503,"HC0","x1","size",0.24623598262733,0.263943774863295
"5023",503,"HC0","x2","size",0.0978168552608649,0.111456905668304
"5024",503,"HC0","x3","size",0.881390822251965,0.891298130162326
"5025",503,"HC0","x4","size",0.0543913640488461,0.0676404882951005
"5026",503,"HC0","x0","power",0.284763022916606,0.300335716229279
"5027",503,"HC0","x1","power",0.097442167709918,0.112566062887329
"5028",503,"HC0","x2","power",0.323693662629201,0.341043120158328
"5029",503,"HC0","x3","power",0.0621500115845531,0.109295269912735
"5030",503,"HC0","x4","power",0.0543913640488461,0.0676404882951005
"5031",504,"HC0","x0","size",0.97224531156601,0.974985957074101
"5032",504,"HC0","x1","size",0.555823399614744,0.600691663860589
"5033",504,"HC0","x2","size",0.323157157596566,0.368864713846318
"5034",504,"HC0","x3","size",0.318708527503493,0.351666084605832
"5035",504,"HC0","x4","size",0.134720477126595,0.166090431800679
"5036",504,"HC0","x0","power",0.774312672455449,0.800200387752647
"5037",504,"HC0","x1","power",0.760999863357695,0.784045563406791
"5038",504,"HC0","x2","power",0.0251845780052789,0.0518462420899384
"5039",504,"HC0","x3","power",0.0162592936315641,0.0290138279776435
"5040",504,"HC0","x4","power",0.134720477126595,0.166090431800679
"5041",505,"HC0","x0","size",0.0897387559935864,0.0992890051813945
"5042",505,"HC0","x1","size",0.0824799248042425,0.0923387080880657
"5043",505,"HC0","x2","size",0.0833546335390669,0.0908361857323148
"5044",505,"HC0","x3","size",0.725160775704554,0.736249038902611
"5045",505,"HC0","x4","size",0.50586934622968,0.526799394390897
"5046",505,"HC0","x0","power",0.157331273126291,0.167662616137108
"5047",505,"HC0","x1","power",0.0416147234017509,0.0492243826534805
"5048",505,"HC0","x2","power",0.595098758618363,0.600124211792771
"5049",505,"HC0","x3","power",0.146498131164636,0.18092786452744
"5050",505,"HC0","x4","power",0.50586934622968,0.526799394390897
"5051",506,"HC0","x0","size",0.732466288490006,0.521079876930135
"5052",506,"HC0","x1","size",0.391966926287482,0.407161515943358
"5053",506,"HC0","x2","size",0.239008243497449,0.259880978716508
"5054",506,"HC0","x3","size",0.557886887032057,0.552878849002152
"5055",506,"HC0","x4","size",0.155945595909039,0.153660278886886
"5056",506,"HC0","x0","power",0.209420238427276,0.237718561906438
"5057",506,"HC0","x1","power",0.655901118862673,0.664902617894828
"5058",506,"HC0","x2","power",0.515796359216809,0.532808616878643
"5059",506,"HC0","x3","power",0.00048090723332336,0.000368654748429864
"5060",506,"HC0","x4","power",0.155945595909039,0.153660278886886
"5061",507,"HC0","x0","size",0.886133888086031,0.887105337154058
"5062",507,"HC0","x1","size",0.498500403869594,0.50434613205438
"5063",507,"HC0","x2","size",0.198322285254356,0.204102672231357
"5064",507,"HC0","x3","size",0.0564198482020818,0.0677772312531641
"5065",507,"HC0","x4","size",0.0845769195747544,0.0970647699393469
"5066",507,"HC0","x0","power",0.585090215336654,0.589336114705535
"5067",507,"HC0","x1","power",0.244932406762408,0.253382363935276
"5068",507,"HC0","x2","power",0.639560140477029,0.641534248828648
"5069",507,"HC0","x3","power",9.42759324379001e-05,0.000293423505613221
"5070",507,"HC0","x4","power",0.0845769195747544,0.0970647699393469
"5071",508,"HC0","x0","size",0.802349464546982,0.804875239285952
"5072",508,"HC0","x1","size",0.762777492330472,0.761505255659437
"5073",508,"HC0","x2","size",0.427559612166834,0.437387298217081
"5074",508,"HC0","x3","size",0.207449533332134,0.226825431817938
"5075",508,"HC0","x4","size",0.55720867105713,0.562958435979018
"5076",508,"HC0","x0","power",0.480056897114402,0.486771522410954
"5077",508,"HC0","x1","power",0.407867234869633,0.405533637970992
"5078",508,"HC0","x2","power",0.0199781628657804,0.0244026655194405
"5079",508,"HC0","x3","power",0.402540504905005,0.41856689374387
"5080",508,"HC0","x4","power",0.55720867105713,0.562958435979018
"5081",509,"HC0","x0","size",0.232332835681599,0.249791565384166
"5082",509,"HC0","x1","size",0.529154878184663,0.543208509172509
"5083",509,"HC0","x2","size",0.934158991649637,0.935567755168001
"5084",509,"HC0","x3","size",0.504167305454173,0.503692116417885
"5085",509,"HC0","x4","size",0.678158715838565,0.690823093179178
"5086",509,"HC0","x0","power",0.110551642671168,0.12561924331297
"5087",509,"HC0","x1","power",0.897665506235197,0.900459130621108
"5088",509,"HC0","x2","power",0.0588273684953011,0.0722969154740229
"5089",509,"HC0","x3","power",0.0798317467083517,0.0884573325822608
"5090",509,"HC0","x4","power",0.678158715838565,0.690823093179178
"5091",510,"HC0","x0","size",0.666031675029784,0.66497973600985
"5092",510,"HC0","x1","size",0.989152840466003,0.989678648794418
"5093",510,"HC0","x2","size",0.0396053031096236,0.0557119527166039
"5094",510,"HC0","x3","size",0.152118325230647,0.161264913678657
"5095",510,"HC0","x4","size",0.796899120019398,0.800932226872987
"5096",510,"HC0","x0","power",0.364087611472977,0.364130156248628
"5097",510,"HC0","x1","power",0.600355694889847,0.624197721255461
"5098",510,"HC0","x2","power",0.639502838086449,0.658825680563142
"5099",510,"HC0","x3","power",0.00494484761623187,0.00650458102061692
"5100",510,"HC0","x4","power",0.796899120019398,0.800932226872987
"5101",511,"HC0","x0","size",0.0124149176887139,0.0231969497681308
"5102",511,"HC0","x1","size",0.00646576180920693,0.00919750182587403
"5103",511,"HC0","x2","size",0.0218127598181467,0.0481634065573613
"5104",511,"HC0","x3","size",0.956938997197802,0.957431553446628
"5105",511,"HC0","x4","size",0.829448685985455,0.834995457907112
"5106",511,"HC0","x0","power",0.00661669256387964,0.0141751076019031
"5107",511,"HC0","x1","power",0.0144280318718795,0.0187675175157957
"5108",511,"HC0","x2","power",0.00112837959841657,0.00600610472879136
"5109",511,"HC0","x3","power",0.108840722233753,0.121905898153339
"5110",511,"HC0","x4","power",0.829448685985455,0.834995457907112
"5111",512,"HC0","x0","size",0.619712985026588,0.635911515617947
"5112",512,"HC0","x1","size",0.374784753263625,0.390520030637015
"5113",512,"HC0","x2","size",0.816951824559318,0.82679143484234
"5114",512,"HC0","x3","size",0.0137839573280685,0.0324818453674115
"5115",512,"HC0","x4","size",0.0493768042001987,0.0678886919995965
"5116",512,"HC0","x0","power",0.898632061050261,0.902520987539819
"5117",512,"HC0","x1","power",0.196968799595453,0.217836349735552
"5118",512,"HC0","x2","power",0.245697786731205,0.291774931727025
"5119",512,"HC0","x3","power",0.177216679995894,0.22149621378423
"5120",512,"HC0","x4","power",0.0493768042001987,0.0678886919995965
"5121",513,"HC0","x0","size",0.185527525569272,0.265029968028764
"5122",513,"HC0","x1","size",0.31496683043128,0.391042632415149
"5123",513,"HC0","x2","size",0.922324387532266,0.929610499460691
"5124",513,"HC0","x3","size",0.0213244444458326,0.0304125670140398
"5125",513,"HC0","x4","size",0.0431063296570327,0.0714520439036757
"5126",513,"HC0","x0","power",0.310980627957071,0.385187800644215
"5127",513,"HC0","x1","power",0.188440165668327,0.26691373444878
"5128",513,"HC0","x2","power",0.133709117637506,0.211094428405188
"5129",513,"HC0","x3","power",0.658345428475774,0.663428040083986
"5130",513,"HC0","x4","power",0.0431063296570327,0.0714520439036757
"5131",514,"HC0","x0","size",0.187701080473068,0.199814471242923
"5132",514,"HC0","x1","size",0.451529111772887,0.46154809530175
"5133",514,"HC0","x2","size",0.794204808749294,0.799136316673594
"5134",514,"HC0","x3","size",0.223183516538855,0.237032119502584
"5135",514,"HC0","x4","size",0.030189859801192,0.0357688261485456
"5136",514,"HC0","x0","power",0.308356305211106,0.320259928042414
"5137",514,"HC0","x1","power",0.262429833969013,0.274477285472662
"5138",514,"HC0","x2","power",0.261911867096568,0.28168300427577
"5139",514,"HC0","x3","power",0.419472193336005,0.43219542236557
"5140",514,"HC0","x4","power",0.030189859801192,0.0357688261485456
"5141",515,"HC0","x0","size",0.45700395045104,0.48311767334333
"5142",515,"HC0","x1","size",0.224003180553351,0.242084824903533
"5143",515,"HC0","x2","size",0.285848961146201,0.297368181860805
"5144",515,"HC0","x3","size",0.654227874435166,0.654751124982296
"5145",515,"HC0","x4","size",0.416626685969254,0.429258780150555
"5146",515,"HC0","x0","power",0.294423373461872,0.324366705923284
"5147",515,"HC0","x1","power",0.410766339214145,0.425799855179157
"5148",515,"HC0","x2","power",0.0292172700626809,0.0383923421829718
"5149",515,"HC0","x3","power",0.0430784034182562,0.0486707997123234
"5150",515,"HC0","x4","power",0.416626685969254,0.429258780150555
"5151",516,"HC0","x0","size",0.360885429182657,0.406752810484395
"5152",516,"HC0","x1","size",0.384764640040744,0.453372294398028
"5153",516,"HC0","x2","size",0.549069355423944,0.56904953879934
"5154",516,"HC0","x3","size",0.129630897240043,0.172117424323565
"5155",516,"HC0","x4","size",0.211268827883196,0.220165077959508
"5156",516,"HC0","x0","power",0.229863712574245,0.277219459360967
"5157",516,"HC0","x1","power",0.552036770874047,0.602258966648335
"5158",516,"HC0","x2","power",0.558076966733174,0.577669836612406
"5159",516,"HC0","x3","power",0.0365491322514099,0.0653828926599288
"5160",516,"HC0","x4","power",0.211268827883196,0.220165077959508
"5161",517,"HC0","x0","size",0.666089641223041,0.670479316069051
"5162",517,"HC0","x1","size",0.980889395065605,0.980949965204473
"5163",517,"HC0","x2","size",0.29130124601726,0.337486404124167
"5164",517,"HC0","x3","size",0.190691595172539,0.207967760011606
"5165",517,"HC0","x4","size",0.251374400966176,0.258119866637381
"5166",517,"HC0","x0","power",0.318940604905938,0.329735525306742
"5167",517,"HC0","x1","power",0.397160847306989,0.400776887223363
"5168",517,"HC0","x2","power",0.18526299357496,0.230026563974202
"5169",517,"HC0","x3","power",0.00102414087443112,0.00230139105640315
"5170",517,"HC0","x4","power",0.251374400966176,0.258119866637381
"5171",518,"HC0","x0","size",0.107057554436442,0.122365736470637
"5172",518,"HC0","x1","size",0.251843015243394,0.271002556909892
"5173",518,"HC0","x2","size",0.606796724055082,0.625843664303954
"5174",518,"HC0","x3","size",0.47777170167229,0.51508715685494
"5175",518,"HC0","x4","size",0.280767444591765,0.288153969980004
"5176",518,"HC0","x0","power",0.186907290205592,0.202899862914882
"5177",518,"HC0","x1","power",0.136984993240272,0.156018098795174
"5178",518,"HC0","x2","power",0.0809578899847438,0.113048552864701
"5179",518,"HC0","x3","power",0.216881746559782,0.262987908281943
"5180",518,"HC0","x4","power",0.280767444591765,0.288153969980004
"5181",519,"HC0","x0","size",0.740662147986687,0.748286305150464
"5182",519,"HC0","x1","size",0.716582815501895,0.724886376950528
"5183",519,"HC0","x2","size",0.300631413581891,0.318291274623524
"5184",519,"HC0","x3","size",0.519028918429497,0.524928589408427
"5185",519,"HC0","x4","size",0.913963753102582,0.915524487055705
"5186",519,"HC0","x0","power",0.980111236759674,0.980603134037522
"5187",519,"HC0","x1","power",0.492807269159738,0.508034120187249
"5188",519,"HC0","x2","power",0.666121707246919,0.677139926756325
"5189",519,"HC0","x3","power",0.112867359514804,0.128741124569468
"5190",519,"HC0","x4","power",0.913963753102582,0.915524487055705
"5191",520,"HC0","x0","size",0.555403897877829,0.579877564077316
"5192",520,"HC0","x1","size",0.675923361464802,0.692465993855213
"5193",520,"HC0","x2","size",0.964618696004815,0.965813673795901
"5194",520,"HC0","x3","size",0.911208419231332,0.91241020427062
"5195",520,"HC0","x4","size",0.71111043899161,0.717386405247391
"5196",520,"HC0","x0","power",0.854982477009088,0.862618684025122
"5197",520,"HC0","x1","power",0.420120144992935,0.447417510740796
"5198",520,"HC0","x2","power",0.245329837636794,0.27378181083699
"5199",520,"HC0","x3","power",0.0179411021658266,0.0240892288412939
"5200",520,"HC0","x4","power",0.71111043899161,0.717386405247391
"5201",521,"HC0","x0","size",0.983449011041349,0.984498656398111
"5202",521,"HC0","x1","size",0.929121025131524,0.933888305021947
"5203",521,"HC0","x2","size",0.947291560237272,0.95103668921751
"5204",521,"HC0","x3","size",0.63379381600866,0.637187715710345
"5205",521,"HC0","x4","size",0.707517778178949,0.717761005027463
"5206",521,"HC0","x0","power",0.800061143728313,0.814855408648504
"5207",521,"HC0","x1","power",0.704157510604545,0.726778246721183
"5208",521,"HC0","x2","power",0.305601478867091,0.358780835485724
"5209",521,"HC0","x3","power",0.0266353499013097,0.0329523818592925
"5210",521,"HC0","x4","power",0.707517778178949,0.717761005027463
"5211",522,"HC0","x0","size",0.856597082506438,0.863702370233874
"5212",522,"HC0","x1","size",0.852281526771539,0.855834346761699
"5213",522,"HC0","x2","size",0.255948557240066,0.291738403937261
"5214",522,"HC0","x3","size",0.0666220737945612,0.114917393767643
"5215",522,"HC0","x4","size",0.764245047948996,0.773179254940528
"5216",522,"HC0","x0","power",0.534947071837184,0.560168389301698
"5217",522,"HC0","x1","power",0.663638680074605,0.672707003909098
"5218",522,"HC0","x2","power",0.260119516887571,0.295983542669658
"5219",522,"HC0","x3","power",0.00266709345647404,0.0110031805462628
"5220",522,"HC0","x4","power",0.764245047948996,0.773179254940528
"5221",523,"HC0","x0","size",0.693907259643674,0.688574740556495
"5222",523,"HC0","x1","size",0.43813963550041,0.448211123016358
"5223",523,"HC0","x2","size",0.0610709486335515,0.0785160908649662
"5224",523,"HC0","x3","size",0.599930911621576,0.623146264932391
"5225",523,"HC0","x4","size",0.504930237681839,0.55376469331729
"5226",523,"HC0","x0","power",0.420169167235445,0.413294951341716
"5227",523,"HC0","x1","power",0.251130005053364,0.265880048492051
"5228",523,"HC0","x2","power",0.709024910556467,0.716307660238904
"5229",523,"HC0","x3","power",0.0868911833424718,0.120704853730453
"5230",523,"HC0","x4","power",0.504930237681839,0.55376469331729
"5231",524,"HC0","x0","size",0.61243484317517,0.629550970896799
"5232",524,"HC0","x1","size",0.672056103636517,0.691206095459889
"5233",524,"HC0","x2","size",0.299354056147485,0.324236160483431
"5234",524,"HC0","x3","size",0.979189173402276,0.979986159704076
"5235",524,"HC0","x4","size",0.172193800579772,0.18899462004835
"5236",524,"HC0","x0","power",0.842709780215048,0.848840817454625
"5237",524,"HC0","x1","power",0.457699740332922,0.49096242237135
"5238",524,"HC0","x2","power",0.538533034836345,0.557689486564225
"5239",524,"HC0","x3","power",0.122425418073052,0.1496928733111
"5240",524,"HC0","x4","power",0.172193800579772,0.18899462004835
"5241",525,"HC0","x0","size",0.536759656083237,0.542952568910589
"5242",525,"HC0","x1","size",0.261562188778921,0.275383742283078
"5243",525,"HC0","x2","size",0.127732572498132,0.129498960698827
"5244",525,"HC0","x3","size",0.0902759989195455,0.0957091249777771
"5245",525,"HC0","x4","size",0.732920547789342,0.738834380391288
"5246",525,"HC0","x0","power",0.0928009940069289,0.722121854017176
"5247",525,"HC0","x1","power",0.439102859516128,0.45009239462526
"5248",525,"HC0","x2","power",0.00545147747403554,0.00600162081910664
"5249",525,"HC0","x3","power",0.00290040455175992,0.00406711251842286
"5250",525,"HC0","x4","power",0.732920547789342,0.738834380391288
"5251",526,"HC0","x0","size",0.840974309157727,0.851918341598003
"5252",526,"HC0","x1","size",0.438839067139615,0.478600714612108
"5253",526,"HC0","x2","size",0.425463082609691,0.455307839174106
"5254",526,"HC0","x3","size",0.850387150160561,0.856368353103617
"5255",526,"HC0","x4","size",0.043509604743703,0.0508558760873035
"5256",526,"HC0","x0","power",0.966253662576628,0.968323468543307
"5257",526,"HC0","x1","power",0.308110011459248,0.355856774505611
"5258",526,"HC0","x2","power",0.900953907949046,0.905399850660127
"5259",526,"HC0","x3","power",0.18724508676699,0.218734167238337
"5260",526,"HC0","x4","power",0.043509604743703,0.0508558760873035
"5261",527,"HC0","x0","size",0.918955515179599,0.925878899361099
"5262",527,"HC0","x1","size",0.911257639215032,0.919795124506877
"5263",527,"HC0","x2","size",0.601082071667698,0.618120653143844
"5264",527,"HC0","x3","size",0.566900319114133,0.602118878753692
"5265",527,"HC0","x4","size",0.181488522828636,0.204564120530164
"5266",527,"HC0","x0","power",0.873550797302606,0.884714863204627
"5267",527,"HC0","x1","power",0.686742030917989,0.720838554561667
"5268",527,"HC0","x2","power",0.425637273390859,0.451860822349767
"5269",527,"HC0","x3","power",0.110235750225136,0.164504324551366
"5270",527,"HC0","x4","power",0.181488522828636,0.204564120530164
"5271",528,"HC0","x0","size",0.254772844217544,0.293139962516585
"5272",528,"HC0","x1","size",0.296490183165993,0.333720250624429
"5273",528,"HC0","x2","size",0.920397693349956,0.92312842971689
"5274",528,"HC0","x3","size",0.894842882092519,0.897443766071227
"5275",528,"HC0","x4","size",0.374409511129485,0.381268064188354
"5276",528,"HC0","x0","power",0.137971892741463,0.175840773890219
"5277",528,"HC0","x1","power",0.515001911260588,0.541620882878397
"5278",528,"HC0","x2","power",0.0536990657520103,0.077929426639094
"5279",528,"HC0","x3","power",0.0199725212340496,0.0244821586911463
"5280",528,"HC0","x4","power",0.374409511129485,0.381268064188354
"5281",529,"HC0","x0","size",0.324248839126032,0.350889570078776
"5282",529,"HC0","x1","size",0.504478889419309,0.520140677162401
"5283",529,"HC0","x2","size",0.196242106189555,0.192256471821877
"5284",529,"HC0","x3","size",0.799297739031984,0.803205986043366
"5285",529,"HC0","x4","size",0.413951791058034,0.431707271997457
"5286",529,"HC0","x0","power",0.21035461165678,0.236597753224268
"5287",529,"HC0","x1","power",0.767229527273399,0.77402701967675
"5288",529,"HC0","x2","power",0.47340263542831,0.470463777853027
"5289",529,"HC0","x3","power",0.216285874956846,0.234007911323315
"5290",529,"HC0","x4","power",0.413951791058034,0.431707271997457
"5291",530,"HC0","x0","size",0.474043686162849,0.499105193870438
"5292",530,"HC0","x1","size",0.42808671444843,0.45562017346062
"5293",530,"HC0","x2","size",0.884315421100793,0.893046740112429
"5294",530,"HC0","x3","size",0.484579165906607,0.524557735199782
"5295",530,"HC0","x4","size",0.885395293234794,0.886479494643209
"5296",530,"HC0","x0","power",0.692912684664614,0.70805294445237
"5297",530,"HC0","x1","power",0.254363866274188,0.283928877831286
"5298",530,"HC0","x2","power",0.068181471421361,0.103827751387114
"5299",530,"HC0","x3","power",0.584377290725675,0.616829586149886
"5300",530,"HC0","x4","power",0.885395293234794,0.886479494643209
"5301",531,"HC0","x0","size",0.312912801607607,0.348073991051168
"5302",531,"HC0","x1","size",0.423555329577001,0.443886568144521
"5303",531,"HC0","x2","size",0.208332920473138,0.222138803549061
"5304",531,"HC0","x3","size",0.374413500165538,0.429057016126254
"5305",531,"HC0","x4","size",0.513230213799689,0.522545283205105
"5306",531,"HC0","x0","power",0.17821475969352,0.21211622902774
"5307",531,"HC0","x1","power",0.77109462744804,0.778961080980693
"5308",531,"HC0","x2","power",0.00508756126015293,0.00820604504423731
"5309",531,"HC0","x3","power",0.409256554525957,0.461488209486707
"5310",531,"HC0","x4","power",0.513230213799689,0.522545283205105
"5311",532,"HC0","x0","size",0.44844592577009,0.455419939352515
"5312",532,"HC0","x1","size",0.616621204417991,0.621443066941181
"5313",532,"HC0","x2","size",0.403047959687514,0.438662659250238
"5314",532,"HC0","x3","size",0.786319742821757,0.805788976977119
"5315",532,"HC0","x4","size",0.201568623123065,0.223290355426499
"5316",532,"HC0","x0","power",0.690817527333298,0.694280879617574
"5317",532,"HC0","x1","power",0.365357306252559,0.371046934329091
"5318",532,"HC0","x2","power",0.507358269281472,0.537680977673083
"5319",532,"HC0","x3","power",0.0777193676172444,0.1265712612415
"5320",532,"HC0","x4","power",0.201568623123065,0.223290355426499
"5321",533,"HC0","x0","size",0.10047233433489,0.115847871972121
"5322",533,"HC0","x1","size",0.0569065516986023,0.0697978578188385
"5323",533,"HC0","x2","size",0.293241555360017,0.319025884458714
