"",".n","HC","coef","criterion","saddle_V1","saddle_V2"
"442",45,"HC0","x1","size",0.157841362265419,0.207174001227997
"443",45,"HC0","x2","size",0.194526624239036,0.205970175386223
"444",45,"HC0","x3","size",0.0960111722183785,0.0978529444367535
"445",45,"HC0","x4","size",0.173940682560876,0.170258759519609
"446",45,"HC0","x0","power",0.120109892529781,0.156113534041795
"447",45,"HC0","x1","power",0.250296198505763,0.302044436469687
"448",45,"HC0","x2","power",0.0183927132816093,0.0240221377316204
"449",45,"HC0","x3","power",0.00104026726451168,0.00138975666270562
"450",45,"HC0","x4","power",0.173940682560876,0.170258759519609
"451",46,"HC0","x0","size",0.134433175970181,0.145569226132578
"452",46,"HC0","x1","size",0.0981613730420086,0.114835054126084
"453",46,"HC0","x2","size",0.126506489281488,0.130212969521923
"454",46,"HC0","x3","size",0.472549256393973,0.535904874961616
"455",46,"HC0","x4","size",0.260462037108182,0.278445582081396
"456",46,"HC0","x0","power",0.233058078721987,0.244270313817973
"457",46,"HC0","x1","power",0.050977199404798,0.0644725216275054
"458",46,"HC0","x2","power",0.980546316572855,0.980592566271846
"459",46,"HC0","x3","power",0.0237468998887117,0.0746123956236885
"460",46,"HC0","x4","power",0.260462037108182,0.278445582081396
"461",47,"HC0","x0","size",0.551583786559734,0.561012645450855
"462",47,"HC0","x1","size",0.355924086556261,0.230714602123333
"463",47,"HC0","x2","size",0.948146545023655,0.949376071677033
"464",47,"HC0","x3","size",0.122492874979514,0.14869077799898
"465",47,"HC0","x4","size",0.52543244417531,0.538365095479819
"466",47,"HC0","x0","power",0.712353097121529,0.718261388708935
"467",47,"HC0","x1","power",0.235985263145291,0.25833383825948
"468",47,"HC0","x2","power",0.189230264925607,0.204757173420747
"469",47,"HC0","x3","power",0.944954254328948,0.946949593673714
"470",47,"HC0","x4","power",0.52543244417531,0.538365095479819
"471",48,"HC0","x0","size",0.217778878719809,0.255151724901378
"472",48,"HC0","x1","size",0.279287218475375,0.317183646009342
"473",48,"HC0","x2","size",0.377608923404124,0.388582528958433
"474",48,"HC0","x3","size",0.0627413235537337,0.0705094427911462
"475",48,"HC0","x4","size",0.161050543716334,0.184656189902397
"476",48,"HC0","x0","power",0.138683032317036,0.174782728574119
"477",48,"HC0","x1","power",0.437891278326036,0.470611331114028
"478",48,"HC0","x2","power",0.0277013721069672,0.0357411901469424
"479",48,"HC0","x3","power",0.00263595969510606,0.00390674179706643
"480",48,"HC0","x4","power",0.161050543716334,0.184656189902397
"481",49,"HC0","x0","size",0.709227823247022,0.721593319164964
"482",49,"HC0","x1","size",0.560630662730405,0.578369332875957
"483",49,"HC0","x2","size",0.983706369544323,0.983791509989568
"484",49,"HC0","x3","size",0.661059020887256,0.674598851942291
"485",49,"HC0","x4","size",0.445016317532902,0.453946590940405
"486",49,"HC0","x0","power",0.963392369510214,0.964755057222034
"487",49,"HC0","x1","power",0.356824062440521,0.381230068373928
"488",49,"HC0","x2","power",0.0858618436612345,0.0914081534406488
"489",49,"HC0","x3","power",0.399027269323103,0.422824025803766
"490",49,"HC0","x4","power",0.445016317532902,0.453946590940405
"491",50,"HC0","x0","size",0.495177021430313,0.519032089539034
"492",50,"HC0","x1","size",0.561005656802327,0.587471807961176
"493",50,"HC0","x2","size",0.0634798380318327,0.0762536365929206
"494",50,"HC0","x3","size",0.0227819405186683,0.0293615309059861
"495",50,"HC0","x4","size",0.468536822165222,0.465307479562669
"496",50,"HC0","x0","power",0.294731013551495,0.324795916547135
"497",50,"HC0","x1","power",0.930930579085651,0.934522260685487
"498",50,"HC0","x2","power",0.000802289158022707,0.00168818027321831
"499",50,"HC0","x3","power",0.967072631420127,0.967318244458217
"500",50,"HC0","x4","power",0.468536822165222,0.465307479562669
"501",51,"HC0","x0","size",0.618630731426343,0.622778118833004
"502",51,"HC0","x1","size",0.646365112716667,0.653504089148831
"503",51,"HC0","x2","size",0.810312437780158,0.823581368269908
"504",51,"HC0","x3","size",0.130715794679551,0.169072837374874
"505",51,"HC0","x4","size",0.235234044155178,0.277768781316694
"506",51,"HC0","x0","power",0.929143243343764,0.929737162830047
"507",51,"HC0","x1","power",0.379549944493487,0.393530684171514
"508",51,"HC0","x2","power",0.269216303884084,0.316821378733322
"509",51,"HC0","x3","power",0.548023335298058,0.575789561008821
"510",51,"HC0","x4","power",0.235234044155178,0.277768781316694
"511",52,"HC0","x0","size",0.659493266779163,0.67274093637275
"512",52,"HC0","x1","size",0.290081831219007,0.305703815116939
"513",52,"HC0","x2","size",0.497656370464548,0.529862060364156
"514",52,"HC0","x3","size",0.172447063630233,0.174963337106721
"515",52,"HC0","x4","size",0.848658911942218,0.850036924531395
"516",52,"HC0","x0","power",0.900295308301569,0.90387206621573
"517",52,"HC0","x1","power",0.118482003120094,0.133265289559673
"518",52,"HC0","x2","power",0.242447585965303,0.287322306755217
"519",52,"HC0","x3","power",0.239526632837651,0.240386419762936
"520",52,"HC0","x4","power",0.848658911942218,0.850036924531395
"521",53,"HC0","x0","size",0.378716302279463,0.379358488964901
"522",53,"HC0","x1","size",0.571267283587425,0.578260768062649
"523",53,"HC0","x2","size",0.413896440137445,0.423716245482475
"524",53,"HC0","x3","size",0.774703861127595,0.77500273411092
"525",53,"HC0","x4","size",0.299794981577202,0.321033093156249
"526",53,"HC0","x0","power",0.192438135838561,0.193667506075262
"527",53,"HC0","x1","power",0.954657946685696,0.95527246643587
"528",53,"HC0","x2","power",0.0185728638037076,0.0231509748246693
"529",53,"HC0","x3","power",0.00928093498562769,0.00984572118380147
"530",53,"HC0","x4","power",0.299794981577202,0.321033093156249
"531",54,"HC0","x0","size",0.566538966534961,0.580108044066436
"532",54,"HC0","x1","size",0.569129719095956,0.584942520661726
"533",54,"HC0","x2","size",0.276552843963625,0.29521571065373
"534",54,"HC0","x3","size",0.789784407379384,0.793844806377625
"535",54,"HC0","x4","size",0.534432145157915,0.544893547542427
"536",54,"HC0","x0","power",0.379926008000888,0.39744641773786
"537",54,"HC0","x1","power",0.817841046049787,0.824317280542505
"538",54,"HC0","x2","power",0.0203888330164757,0.0286953122783218
"539",54,"HC0","x3","power",0.0576902401079645,0.0699879704694919
"540",54,"HC0","x4","power",0.534432145157915,0.544893547542427
"541",55,"HC0","x0","size",0.0692830882130801,0.0710547630187903
"542",55,"HC0","x1","size",0.138237631802401,0.137005423673824
"543",55,"HC0","x2","size",0.170282042279945,0.184196856742891
"544",55,"HC0","x3","size",0.698418279868213,0.710911692992179
"545",55,"HC0","x4","size",0.49249642037663,0.504522114523824
"546",55,"HC0","x0","power",0.0271251331150114,0.0289657892488229
"547",55,"HC0","x1","power",0.373590247058608,0.372828223523784
"548",55,"HC0","x2","power",0.000964414772106777,0.00183195440135812
"549",55,"HC0","x3","power",0.00302079717699769,0.00790354299176577
"550",55,"HC0","x4","power",0.49249642037663,0.504522114523824
"551",56,"HC0","x0","size",0.895490948809022,0.897035147472671
"552",56,"HC0","x1","size",0.841741272055005,0.842277167331646
"553",56,"HC0","x2","size",0.432715631852694,0.439038511404859
"554",56,"HC0","x3","size",0.246562724541322,0.246249377302277
"555",56,"HC0","x4","size",0.259331261214674,0.266784816874248
"556",56,"HC0","x0","power",0.676284823661048,0.681871285881518
"557",56,"HC0","x1","power",0.610737838463654,0.612690452021155
"558",56,"HC0","x2","power",0.711596663242328,0.714245729460051
"559",56,"HC0","x3","power",0.00350799324635222,0.00421906693236497
"560",56,"HC0","x4","power",0.259331261214674,0.266784816874248
"561",57,"HC0","x0","size",0.267009289916566,0.272376852298917
"562",57,"HC0","x1","size",0.242999079331722,0.253563883487721
"563",57,"HC0","x2","size",0.313570081487096,0.354331357984656
"564",57,"HC0","x3","size",0.803780585665247,0.807411301932778
"565",57,"HC0","x4","size",0.875626652807978,0.876182190027317
"566",57,"HC0","x0","power",0.455167640810195,0.458103720319333
"567",57,"HC0","x1","power",0.118332532575431,0.128908173288725
"568",57,"HC0","x2","power",0.441046327096569,0.474973407906964
"569",57,"HC0","x3","power",0.0711637030688273,0.0854342813623184
"570",57,"HC0","x4","power",0.875626652807978,0.876182190027317
"571",58,"HC0","x0","size",0.0439201311213526,0.052547655449384
"572",58,"HC0","x1","size",0.226614317948386,0.255544781465714
"573",58,"HC0","x2","size",0.879276542338655,0.882928170352969
"574",58,"HC0","x3","size",0.618554007906148,0.636267400125989
"575",58,"HC0","x4","size",0.870405834477385,0.873271996143745
"576",58,"HC0","x0","power",0.0921002598767063,0.10283525004583
"577",58,"HC0","x1","power",0.113587866443413,0.13973001322169
"578",58,"HC0","x2","power",0.184476223783837,0.209400646660637
"579",58,"HC0","x3","power",0.015975664891946,0.027964381031367
"580",58,"HC0","x4","power",0.870405834477385,0.873271996143745
"581",59,"HC0","x0","size",0.570394606779508,0.576805128125601
"582",59,"HC0","x1","size",0.489625461498225,0.49506717432215
"583",59,"HC0","x2","size",0.937632294467536,0.938418197461176
"584",59,"HC0","x3","size",0.275647121266115,0.277642889576024
"585",59,"HC0","x4","size",0.661707963414166,0.667091570711244
"586",59,"HC0","x0","power",0.364314570901728,0.372755997324302
"587",59,"HC0","x1","power",0.782664465154755,0.784418572646755
"588",59,"HC0","x2","power",0.0994449221357658,0.114362076311018
"589",59,"HC0","x3","power",0.0114702855432559,0.0134905646620237
"590",59,"HC0","x4","power",0.661707963414166,0.667091570711244
"591",60,"HC0","x0","size",0.0188882180805938,0.0231416693220209
"592",60,"HC0","x1","size",0.0224993290249122,0.0262449324748453
"593",60,"HC0","x2","size",0.513924222031058,0.5264927769356
"594",60,"HC0","x3","size",0.561972645786002,0.569561527134276
"595",60,"HC0","x4","size",0.969691110068705,0.971051082578775
"596",60,"HC0","x0","power",0.0739871240652746,0.0819246122920416
"597",60,"HC0","x1","power",0.00507879552479258,0.0065360592348197
"598",60,"HC0","x2","power",0.165258179176133,0.187034776894487
"599",60,"HC0","x3","power",0.00655879501141867,0.0105129563961281
"600",60,"HC0","x4","power",0.969691110068705,0.971051082578775
"601",61,"HC0","x0","size",0.529144480237267,0.552386937791347
"602",61,"HC0","x1","size",0.378015261170492,0.405004180088007
"603",61,"HC0","x2","size",0.383923772192386,0.426378408209821
"604",61,"HC0","x3","size",0.515074167905875,0.5410242790647
"605",61,"HC0","x4","size",0.0926461230353252,0.130113942159459
"606",61,"HC0","x0","power",0.743311014730641,0.754963024925124
"607",61,"HC0","x1","power",0.216658313909274,0.246831877530857
"608",61,"HC0","x2","power",0.431856704561181,0.47196266827473
"609",61,"HC0","x3","power",0.0541813775950934,0.082346800800925
"610",61,"HC0","x4","power",0.0926461230353252,0.130113942159459
"611",62,"HC0","x0","size",0.54447642216513,0.541518068961712
"612",62,"HC0","x1","size",0.860338665208813,0.85958438423932
"613",62,"HC0","x2","size",0.187133290980168,0.209430424906702
"614",62,"HC0","x3","size",0.988419740566897,0.988907425369813
"615",62,"HC0","x4","size",0.314961093982326,0.318064574245383
"616",62,"HC0","x0","power",0.274972373025274,0.27231235344154
"617",62,"HC0","x1","power",0.615392022821517,0.613308944525191
"618",62,"HC0","x2","power",0.590551602038004,0.606087284659878
"619",62,"HC0","x3","power",0.244418074917138,0.281795592247306
"620",62,"HC0","x4","power",0.314961093982326,0.318064574245383
"621",63,"HC0","x0","size",0.747591908949421,0.750086514735941
"622",63,"HC0","x1","size",0.827818147549204,0.831847942856682
"623",63,"HC0","x2","size",0.688010390871798,0.692171378414292
"624",63,"HC0","x3","size",0.731315962979872,0.739191367626172
"625",63,"HC0","x4","size",0.833176649895126,0.836900060627479
"626",63,"HC0","x0","power",0.546285948055507,0.551144055730412
"627",63,"HC0","x1","power",0.877392977681066,0.880192550231243
"628",63,"HC0","x2","power",0.235337365952166,0.245343761915485
"629",63,"HC0","x3","power",0.13219034694136,0.149540501170258
"630",63,"HC0","x4","power",0.833176649895126,0.836900060627479
"631",64,"HC0","x0","size",0.44977168571565,0.458506786008936
"632",64,"HC0","x1","size",0.43643273377858,0.448149032870794
"633",64,"HC0","x2","size",0.0946365495259824,0.102328008390774
"634",64,"HC0","x3","size",0.366971126297266,0.394667788547808
"635",64,"HC0","x4","size",0.32789998735781,0.333013709942406
"636",64,"HC0","x0","power",0.247351005362761,0.259188903521898
"637",64,"HC0","x1","power",0.748189976766322,0.752934507889428
"638",64,"HC0","x2","power",0.000158986582493694,0.00020207346436689
"639",64,"HC0","x3","power",0.255386649827495,0.283565242282658
"640",64,"HC0","x4","power",0.32789998735781,0.333013709942406
"641",65,"HC0","x0","size",0.339693878983097,0.40984481864363
"642",65,"HC0","x1","size",0.743692434093794,0.766059471176144
"643",65,"HC0","x2","size",0.785314008628486,0.797050806305091
"644",65,"HC0","x3","size",0.113629413626682,0.121640451525917
"645",65,"HC0","x4","size",0.0207263050635254,0.0312295997176265
"646",65,"HC0","x0","power",0.209340532532992,0.279912199545304
"647",65,"HC0","x1","power",0.97501018213564,0.976862152793783
"648",65,"HC0","x2","power",0.30838158074608,0.344776326240135
"649",65,"HC0","x3","power",0.00894687325018828,0.0120848589347546
"650",65,"HC0","x4","power",0.0207263050635254,0.0312295997176265
"651",66,"HC0","x0","size",0.29257598247623,0.320242034545407
"652",66,"HC0","x1","size",0.475668332529594,0.524429795171359
"653",66,"HC0","x2","size",0.0193338062608099,0.020927976073159
"654",66,"HC0","x3","size",0.917201787555582,0.926064453688044
"655",66,"HC0","x4","size",0.0480503934706111,0.0780330556248199
"656",66,"HC0","x0","power",0.167332854286872,0.196997036999339
"657",66,"HC0","x1","power",0.714877860338678,0.740963868586733
"658",66,"HC0","x2","power",0.000226483269049619,0.000356481814402481
"659",66,"HC0","x3","power",0.383474125468744,0.470391615517805
"660",66,"HC0","x4","power",0.0480503934706111,0.0780330556248199
"661",67,"HC0","x0","size",0.414804768985391,0.433231438392046
"662",67,"HC0","x1","size",0.318129192754022,0.327200328467067
"663",67,"HC0","x2","size",0.18721975318899,0.202682633109004
"664",67,"HC0","x3","size",0.594885686337806,0.614744118508532
"665",67,"HC0","x4","size",0.806632568280834,0.815221383929135
"666",67,"HC0","x0","power",0.626276284888767,0.637649565795344
"667",67,"HC0","x1","power",0.166664425276219,0.178339152020535
"668",67,"HC0","x2","power",0.390429228050824,0.403735828860596
"669",67,"HC0","x3","power",0.0428197289396829,0.0654427506607373
"670",67,"HC0","x4","power",0.806632568280834,0.815221383929135
"671",68,"HC0","x0","size",0.492289975405493,0.506169923934378
"672",68,"HC0","x1","size",0.45915192925405,0.472808512098263
"673",68,"HC0","x2","size",0.627522891553643,0.646554085279118
"674",68,"HC0","x3","size",0.119316534367164,0.137404800381095
"675",68,"HC0","x4","size",0.137934009921981,0.147885304617029
"676",68,"HC0","x0","power",0.918144592212117,0.920134478696343
"677",68,"HC0","x1","power",0.184914497391821,0.202562768974158
"678",68,"HC0","x2","power",0.302782663371952,0.335261962953324
"679",68,"HC0","x3","power",0.851554109271772,0.854235291208827
"680",68,"HC0","x4","power",0.137934009921981,0.147885304617029
"681",69,"HC0","x0","size",0.439391757725368,0.455371475198575
"682",69,"HC0","x1","size",0.698606071305826,0.711399793241791
"683",69,"HC0","x2","size",0.535342795608217,0.567983001801358
"684",69,"HC0","x3","size",0.126503201975746,0.12613804310464
"685",69,"HC0","x4","size",0.930477820486143,0.931877354975992
"686",69,"HC0","x0","power",0.691675010113868,0.70011414100608
"687",69,"HC0","x1","power",0.411296890400322,0.435187311175656
"688",69,"HC0","x2","power",0.502748389531808,0.537302640653017
"689",69,"HC0","x3","power",0.00212876871044802,0.00216238859091912
"690",69,"HC0","x4","power",0.930477820486143,0.931877354975992
"691",70,"HC0","x0","size",0.310272995013491,0.380934781334729
"692",70,"HC0","x1","size",0.613529210306261,0.655554790849138
"693",70,"HC0","x2","size",0.815413001231204,0.82571026728798
"694",70,"HC0","x3","size",0.0827084367260794,0.107027789349043
"695",70,"HC0","x4","size",0.709058018952899,0.71740017531181
"696",70,"HC0","x0","power",0.478777647271071,0.533445532534489
"697",70,"HC0","x1","power",0.421802514284979,0.48539596721828
"698",70,"HC0","x2","power",0.177780375546509,0.220490525578362
"699",70,"HC0","x3","power",0.000120164594451642,0.000804436882034308
"700",70,"HC0","x4","power",0.709058018952899,0.71740017531181
"701",71,"HC0","x0","size",0.0713541350421124,0.0809595207761535
"702",71,"HC0","x1","size",0.15530405298904,0.170386190797084
"703",71,"HC0","x2","size",0.619503412663333,0.636273718356093
"704",71,"HC0","x3","size",0.875322727668403,0.88387641920489
"705",71,"HC0","x4","size",0.518101697583576,0.541910507491386
"706",71,"HC0","x0","power",0.0389461511588938,0.0468479386542062
"707",71,"HC0","x1","power",0.270457282474364,0.284385839440536
"708",71,"HC0","x2","power",0.0900448720337561,0.113614741141137
