"","X","IDVAR","step","n","B","Estructs","whichX","Edist","iterations","seed",".id","Adjustment","Beta","M.Coef","Var.Coef","M.sd_e","Var.sd_e","M.df","Var.df","M.B","Var.B","M.t","Var.t","M.lb","Var.lb","M.ub","Var.ub","M.captured","Var.captured","M.rejectNull","Var.rejectNull"
"15554",15554,1834,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E3","HC2","B3",5.67863277,10.14435358,2.749388272,1.420198523,45,0,1,0,2.014103389,0,0.141080534,9.651190973,11.21618501,22.15990623,0.615,0.237012012,0.483,0.249960961
"15555",15555,1835,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E3","HC2","B4",1.250623557,1.164983739,1.0523103,0.086593007,45,0,0,0,2.014103389,0,-0.868838184,1.125794185,3.370085299,1.906721832,0.797,0.161952953,0.797,0.161952953
"15556",15556,1836,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E3","HC3","B0",2.470928143,136.1089581,12.45092006,14.27281638,45,0,1,0,2.014103389,0,-22.60651214,183.1938176,27.54836842,204.8226682,0.971,0.028187187,0.97,0.029129129
"15557",15557,1837,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E3","HC3","B1",1.955642275,119.5174544,11.5439823,14.17668057,45,0,1,0,2.014103389,0,-21.2951316,202.5247939,25.20641615,151.528713,0.969,0.030069069,0.966,0.032876877
"15558",15558,1838,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E3","HC3","B2",1.095046909,6.488534356,2.682447845,0.705704904,45,0,1,0,2.014103389,0,-4.307680386,9.269973657,6.497774204,9.432637669,0.96,0.038438438,0.942,0.054690691
"15559",15559,1839,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E3","HC3","B3",5.67863277,10.14435358,3.252349829,2.360019383,45,0,1,0,2.014103389,0,-0.871936044,11.95068893,12.22920158,27.4853863,0.711,0.205684685,0.589,0.242321321
"15560",15560,1840,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E3","HC3","B4",1.250623557,1.164983739,1.142577714,0.109949568,45,0,0,0,2.014103389,0,-1.050646089,1.173125297,3.551893203,2.048887752,0.832,0.139915916,0.832,0.139915916
"15561",15561,1841,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E3","HC4","B0",2.470928143,136.1089581,10.64205875,8.861323111,45,0,1,0,2.014103389,0,-18.96327844,167.594907,23.90513473,176.5169167,0.937,0.05909009,0.932,0.063439439
"15562",15562,1842,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E3","HC4","B1",1.955642275,119.5174544,9.663566229,7.954942856,45,0,1,0,2.014103389,0,-17.50777922,166.4463514,21.41906376,137.128798,0.934,0.061705706,0.929,0.066025025
"15563",15563,1843,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E3","HC4","B2",1.095046909,6.488534356,2.324998319,0.449292653,45,0,1,0,2.014103389,0,-3.587740084,8.246026317,5.777833902,8.376254744,0.941,0.055574575,0.901,0.089288288
"15564",15564,1844,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E3","HC4","B3",5.67863277,10.14435358,2.478555941,1.086133964,45,0,1,0,2.014103389,0,0.68656485,9.162096593,10.67070069,19.93865971,0.548,0.247943944,0.397,0.239630631
"15565",15565,1845,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E3","HC4","B4",1.250623557,1.164983739,0.996382239,0.074986828,45,0,0,0,2.014103389,0,-0.756193286,1.106260139,3.257440401,1.832092343,0.763,0.181012012,0.763,0.181012012
"15566",15566,1846,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E3","HC4m","B0",2.470928143,136.1089581,10.90974924,9.50992191,45,0,1,0,2.014103389,0,-19.50243477,169.5753165,24.44429106,179.7987352,0.944,0.052916917,0.944,0.052916917
"15567",15567,1847,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E3","HC4m","B1",1.955642275,119.5174544,9.935048259,8.648229539,45,0,1,0,2.014103389,0,-18.05457209,170.5326377,21.96585664,138.6673025,0.939,0.057336336,0.938,0.058214214
"15568",15568,1848,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E3","HC4m","B2",1.095046909,6.488534356,2.38029533,0.482748359,45,0,1,0,2.014103389,0,-3.699113981,8.386380528,5.889207799,8.507334202,0.944,0.052916917,0.912,0.080336336
"15569",15569,1849,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E3","HC4m","B3",5.67863277,10.14435358,2.58437982,1.212966396,45,0,1,0,2.014103389,0,0.473424616,9.34948464,10.88384092,20.78029171,0.581,0.243682683,0.429,0.245204204
"15570",15570,1850,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E3","HC4m","B4",1.250623557,1.164983739,1.018925643,0.079472912,45,0,0,0,2.014103389,0,-0.801598033,1.114686895,3.302845147,1.860062195,0.774,0.175099099,0.774,0.175099099
"15571",15571,1851,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E3","HC5","B0",2.470928143,136.1089581,10.64205875,8.861323111,45,0,1,0,2.014103389,0,-18.96327844,167.594907,23.90513473,176.5169167,0.937,0.05909009,0.932,0.063439439
"15572",15572,1852,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E3","HC5","B1",1.955642275,119.5174544,9.663566229,7.954942856,45,0,1,0,2.014103389,0,-17.50777922,166.4463514,21.41906376,137.128798,0.934,0.061705706,0.929,0.066025025
"15573",15573,1853,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E3","HC5","B2",1.095046909,6.488534356,2.324998319,0.449292653,45,0,1,0,2.014103389,0,-3.587740084,8.246026317,5.777833902,8.376254744,0.941,0.055574575,0.901,0.089288288
"15574",15574,1854,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E3","HC5","B3",5.67863277,10.14435358,2.478555941,1.086133964,45,0,1,0,2.014103389,0,0.68656485,9.162096593,10.67070069,19.93865971,0.548,0.247943944,0.397,0.239630631
"15575",15575,1855,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E3","HC5","B4",1.250623557,1.164983739,0.996382239,0.074986828,45,0,0,0,2.014103389,0,-0.756193286,1.106260139,3.257440401,1.832092343,0.763,0.181012012,0.763,0.181012012
"15576",15576,1856,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E4","HC0","B0",-3.624380244,133.4079805,10.47600654,8.53095771,45,0,1,0,2.014103389,0,-24.72414051,178.2808594,17.47538002,157.7486803,0.915,0.077852853,0.928,0.066882883
"15577",15577,1857,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E4","HC0","B1",7.860115275,115.8003511,9.497262565,7.452999596,45,0,1,0,2.014103389,0,-11.26835344,146.3107142,26.98858399,145.7578501,0.849,0.128327327,0.831,0.14057958
"15578",15578,1858,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E4","HC0","B2",2.94449011,7.046039754,2.364171648,0.490638306,45,0,1,0,2.014103389,0,-1.817196019,7.46164171,7.706176239,10.61109673,0.851,0.126925926,0.75,0.187687688
"15579",15579,1859,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E4","HC0","B3",5.08834698,8.649137891,2.282618522,0.952888598,45,0,1,0,2.014103389,0,0.490917279,8.045744351,9.68577668,16.98353095,0.569,0.245484484,0.412,0.242498498
"15580",15580,1860,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E4","HC0","B4",0.044284865,1.222367084,1.010611274,0.072454043,45,0,0,0,2.014103389,0,-1.991190727,1.428774371,2.079760458,1.603795742,0.937,0.05909009,0.937,0.05909009
"15581",15581,1861,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E4","HC1","B0",-3.624380244,133.4079805,11.04268048,9.4788419,45,0,1,0,2.014103389,0,-25.86548042,182.6813772,18.61671993,161.0385601,0.932,0.063439439,0.943,0.053804805
"15582",15582,1862,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E4","HC1","B1",7.860115275,115.8003511,10.01099375,8.281110662,45,0,1,0,2.014103389,0,-12.30306116,149.6849928,28.02329171,149.1022229,0.88,0.105705706,0.848,0.129025025
"15583",15583,1863,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E4","HC1","B2",2.94449011,7.046039754,2.49205573,0.545153673,45,0,1,0,2.014103389,0,-2.07476778,7.597608396,7.963748001,10.91742548,0.876,0.108732733,0.786,0.168372372
"15584",15584,1864,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E4","HC1","B3",5.08834698,8.649137891,2.406091186,1.058765109,45,0,1,0,2.014103389,0,0.242230568,8.233510475,9.934463392,17.65476478,0.602,0.239835836,0.448,0.247543544
"15585",15585,1865,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E4","HC1","B4",0.044284865,1.222367084,1.065277819,0.080504492,45,0,0,0,2.014103389,0,-2.101294799,1.456698247,2.18986453,1.641186971,0.951,0.046645646,0.951,0.046645646
"15586",15586,1866,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E4","HC2","B0",-3.624380244,133.4079805,11.34804895,10.5073668,45,0,1,0,2.014103389,0,-26.48052409,184.880286,19.2317636,167.1843051,0.938,0.058214214,0.95,0.047547548
"15587",15587,1867,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E4","HC2","B1",7.860115275,115.8003511,10.37276899,9.560991275,45,0,1,0,2.014103389,0,-13.03171389,158.162827,28.75194444,151.0083479,0.889,0.098777778,0.859,0.12124024
"15588",15588,1868,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E4","HC2","B2",2.94449011,7.046039754,2.554216959,0.614268637,45,0,1,0,2.014103389,0,-2.199966922,7.771778233,8.088947143,11.30400089,0.89,0.097997998,0.795,0.163138138
"15589",15589,1869,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E4","HC2","B3",5.08834698,8.649137891,2.610111387,1.33916441,45,0,1,0,2.014103389,0,-0.16868721,8.692772215,10.34538117,19.47044563,0.663,0.223654655,0.508,0.250186186
"15590",15590,1870,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E4","HC2","B4",0.044284865,1.222367084,1.087922804,0.087537368,45,0,0,0,2.014103389,0,-2.146904142,1.480525541,2.235473872,1.674418988,0.956,0.042106106,0.956,0.042106106
"15591",15591,1871,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E4","HC3","B0",-3.624380244,133.4079805,12.40714184,13.77076786,45,0,1,0,2.014103389,0,-28.61364667,196.0976955,21.36488618,182.4436025,0.957,0.041192192,0.963,0.035666667
"15592",15592,1872,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E4","HC3","B1",7.860115275,115.8003511,11.46801785,13.28633581,45,0,1,0,2.014103389,0,-15.23765834,177.6894457,30.95788889,161.7062874,0.918,0.075351351,0.906,0.085249249
"15593",15593,1873,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E4","HC3","B2",2.94449011,7.046039754,2.772043196,0.789453217,45,0,1,0,2.014103389,0,-2.638691484,8.261401673,8.527671705,12.23568935,0.916,0.077021021,0.84,0.134534535
"15594",15594,1874,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E4","HC3","B3",5.08834698,8.649137891,3.053623041,2.11599277,45,0,1,0,2.014103389,0,-1.061965535,10.75217806,11.23865949,23.71362299,0.753,0.186177177,0.615,0.237012012
"15595",15595,1875,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E4","HC3","B4",0.044284865,1.222367084,1.17665599,0.108565261,45,0,0,0,2.014103389,0,-2.325621951,1.550827296,2.414191682,1.774721257,0.975,0.024399399,0.975,0.024399399
"15596",15596,1876,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E4","HC4","B0",-3.624380244,133.4079805,10.71756603,9.058903429,45,0,1,0,2.014103389,0,-25.21066631,180.201551,17.96190582,160.111331,0.926,0.068592593,0.937,0.05909009
"15597",15597,1877,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E4","HC4","B1",7.860115275,115.8003511,9.737306854,7.995982282,45,0,1,0,2.014103389,0,-11.75182746,149.2401639,27.47205801,147.2337411,0.866,0.11616016,0.838,0.135891892
"15598",15598,1878,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E4","HC4","B2",2.94449011,7.046039754,2.417533133,0.522946442,45,0,1,0,2.014103389,0,-1.924671565,7.546055052,7.813651785,10.78880656,0.86,0.120520521,0.769,0.177816817
"15599",15599,1879,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E4","HC4","B3",5.08834698,8.649137891,2.369621021,1.048034752,45,0,1,0,2.014103389,0,0.31568525,8.188478683,9.861008709,17.61273876,0.593,0.241592593,0.435,0.246021021
"15600",15600,1880,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E4","HC4","B4",0.044284865,1.222367084,1.032308666,0.076488289,45,0,0,0,2.014103389,0,-2.034891517,1.443124457,2.123461248,1.622176405,0.943,0.053804805,0.943,0.053804805
"15601",15601,1881,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E4","HC4m","B0",-3.624380244,133.4079805,10.97127134,9.650896192,45,0,1,0,2.014103389,0,-25.72165502,182.3591725,18.47289454,162.75668,0.93,0.065165165,0.942,0.054690691
"15602",15602,1882,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E4","HC4m","B1",7.860115275,115.8003511,9.991314956,8.615360459,45,0,1,0,2.014103389,0,-12.26342604,152.5341564,27.98365659,148.964903,0.874,0.110234234,0.849,0.128327327
"15603",15603,1883,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E4","HC4m","B2",2.94449011,7.046039754,2.47295544,0.558664378,45,0,1,0,2.014103389,0,-2.036297821,7.642560087,7.925278042,10.98208917,0.879,0.106465465,0.78,0.171771772
"15604",15604,1884,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E4","HC4m","B3",5.08834698,8.649137891,2.463922515,1.159431976,45,0,1,0,2.014103389,0,0.125752292,8.383866395,10.05094167,18.32114179,0.62,0.235835836,0.463,0.24887988
"15605",15605,1885,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E4","HC4m","B4",0.044284865,1.222367084,1.054816418,0.080887937,45,0,0,0,2.014103389,0,-2.080224456,1.458782527,2.168794187,1.642213668,0.948,0.049345345,0.948,0.049345345
"15606",15606,1886,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E4","HC5","B0",-3.624380244,133.4079805,10.71756603,9.058903429,45,0,1,0,2.014103389,0,-25.21066631,180.201551,17.96190582,160.111331,0.926,0.068592593,0.937,0.05909009
"15607",15607,1887,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E4","HC5","B1",7.860115275,115.8003511,9.737306854,7.995982282,45,0,1,0,2.014103389,0,-11.75182746,149.2401639,27.47205801,147.2337411,0.866,0.11616016,0.838,0.135891892
"15608",15608,1888,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E4","HC5","B2",2.94449011,7.046039754,2.417533133,0.522946442,45,0,1,0,2.014103389,0,-1.924671565,7.546055052,7.813651785,10.78880656,0.86,0.120520521,0.769,0.177816817
"15609",15609,1889,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E4","HC5","B3",5.08834698,8.649137891,2.369621021,1.048034752,45,0,1,0,2.014103389,0,0.31568525,8.188478683,9.861008709,17.61273876,0.593,0.241592593,0.435,0.246021021
"15610",15610,1890,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E4","HC5","B4",0.044284865,1.222367084,1.032308666,0.076488289,45,0,0,0,2.014103389,0,-2.034891517,1.443124457,2.123461248,1.622176405,0.943,0.053804805,0.943,0.053804805
"15611",15611,1891,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E5","HC0","B0",5.011927755,19.62961442,4.103110894,1.061587235,45,0,1,0,2.014103389,0,-3.252161801,22.41968803,13.27601731,25.45243682,0.828,0.142558559,0.765,0.179954955
"15612",15612,1892,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E5","HC0","B1",1.546582854,15.34523969,3.572063815,0.848946758,45,0,1,0,2.014103389,0,-5.647922982,19.14843553,8.741088689,18.42973985,0.932,0.063439439,0.904,0.086870871
"15613",15613,1893,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E5","HC0","B2",1.845520045,1.035245193,0.91621858,0.054293062,45,0,1,0,2.014103389,0,0.000161099,1.084994729,3.690878992,1.425987478,0.828,0.142558559,0.476,0.249673674
"15614",15614,1894,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E5","HC0","B3",0.990783625,0.804295007,0.751516925,0.081305987,45,0,1,0,2.014103389,0,-0.522849161,0.963683875,2.504416411,1.304559895,0.906,0.085249249,0.714,0.204408408
"15615",15615,1895,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E5","HC0","B4",0.016924191,0.179118174,0.392813472,0.009210968,45,0,0,0,2.014103389,0,-0.774242755,0.197744179,0.808091137,0.235222824,0.931,0.064303303,0.931,0.064303303
"15616",15616,1896,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E5","HC1","B0",5.011927755,19.62961442,4.325058639,1.179541372,45,0,1,0,2.014103389,0,-3.699187507,22.81615769,13.72304302,26.01295561,0.85,0.127627628,0.788,0.167223223
"15617",15617,1897,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E5","HC1","B1",1.546582854,15.34523969,3.765285868,0.943274176,45,0,1,0,2.014103389,0,-6.037092173,19.55052335,9.130257881,18.79295158,0.945,0.052027027,0.924,0.070294294
"15618",15618,1898,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E5","HC1","B2",1.845520045,1.035245193,0.965779182,0.060325624,45,0,1,0,2.014103389,0,-0.099659079,1.100243912,3.790699169,1.45968183,0.861,0.119798799,0.515,0.250025025
"15619",15619,1899,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E5","HC1","B3",0.990783625,0.804295007,0.792168395,0.090339985,45,0,1,0,2.014103389,0,-0.604725423,0.991111879,2.586292674,1.350426753,0.925,0.069444444,0.74,0.192592593
"15620",15620,1900,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E5","HC1","B4",0.016924191,0.179118174,0.414061756,0.010234409,45,0,0,0,2.014103389,0,-0.817038995,0.200882224,0.850887377,0.240388185,0.948,0.049345345,0.948,0.049345345
"15621",15621,1901,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E5","HC2","B0",5.011927755,19.62961442,4.40366421,1.260595015,45,0,1,0,2.014103389,0,-3.857507255,22.89991218,13.88136276,26.58680756,0.859,0.12124024,0.801,0.159558559
"15622",15622,1902,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E5","HC2","B1",1.546582854,15.34523969,3.856093102,1.027438379,45,0,1,0,2.014103389,0,-6.219987331,20.16266446,9.313153039,18.86365359,0.95,0.047547548,0.927,0.067738739
"15623",15623,1903,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E5","HC2","B2",1.845520045,1.035245193,0.984065431,0.065457496,45,0,1,0,2.014103389,0,-0.136489474,1.116304638,3.827529565,1.485257133,0.873,0.110981982,0.527,0.249520521
"15624",15624,1904,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E5","HC2","B3",0.990783625,0.804295007,0.838011739,0.106591467,45,0,1,0,2.014103389,0,-0.697058658,1.013632298,2.678625909,1.459758265,0.934,0.061705706,0.778,0.172888889
"15625",15625,1905,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E5","HC2","B4",0.016924191,0.179118174,0.420076295,0.010795513,45,0,0,0,2.014103389,0,-0.829152898,0.202399974,0.86300128,0.243422795,0.95,0.047547548,0.95,0.047547548
"15626",15626,1906,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E5","HC3","B0",5.011927755,19.62961442,4.753274241,1.53883345,45,0,1,0,2.014103389,0,-4.561658002,23.63852648,14.58551351,28.10560426,0.882,0.10418018,0.838,0.135891892
"15627",15627,1907,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E5","HC3","B1",1.546582854,15.34523969,4.195798878,1.298048117,45,0,1,0,2.014103389,0,-6.904189886,21.62193396,9.997355594,19.59990176,0.965,0.033808809,0.946,0.051135135
"15628",15628,1908,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E5","HC3","B2",1.845520045,1.035245193,1.06042456,0.080435751,45,0,1,0,2.014103389,0,-0.290284654,1.162139489,3.981324744,1.560944236,0.901,0.089288288,0.592,0.241777778
"15629",15629,1909,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E5","HC3","B3",0.990783625,0.804295007,0.952732433,0.153242757,45,0,1,0,2.014103389,0,-0.928117996,1.134768046,2.909685247,1.717114925,0.954,0.043927928,0.842,0.133169169
"15630",15630,1910,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E5","HC3","B4",0.016924191,0.179118174,0.450588189,0.012807706,45,0,0,0,2.014103389,0,-0.890607007,0.208412063,0.924455389,0.253736085,0.968,0.031007007,0.968,0.031007007
"15631",15631,1911,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E5","HC4","B0",5.011927755,19.62961442,4.187548413,1.117026255,45,0,1,0,2.014103389,0,-3.422227695,22.56290501,13.4460832,25.75900909,0.834,0.138582583,0.773,0.175646647
"15632",15632,1912,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E5","HC4","B1",1.546582854,15.34523969,3.651172449,0.897407401,45,0,1,0,2.014103389,0,-5.80725595,19.41288216,8.900421657,18.55846531,0.938,0.058214214,0.911,0.08116016
"15633",15633,1913,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E5","HC4","B2",1.845520045,1.035245193,0.935382335,0.057265234,45,0,1,0,2.014103389,0,-0.038436685,1.093513126,3.729476776,1.441582982,0.844,0.131795796,0.496,0.250234234
"15634",15634,1914,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E5","HC4","B3",0.990783625,0.804295007,0.774747516,0.087848411,45,0,1,0,2.014103389,0,-0.569637973,0.976370824,2.551205223,1.344953103,0.918,0.075351351,0.721,0.20136036
"15635",15635,1915,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E5","HC4","B4",0.016924191,0.179118174,0.40052762,0.00965343,45,0,0,0,2.014103389,0,-0.789779845,0.199110571,0.823628227,0.237446229,0.939,0.057336336,0.939,0.057336336
"15636",15636,1916,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E5","HC4m","B0",5.011927755,19.62961442,4.275389793,1.177913121,45,0,1,0,2.014103389,0,-3.599149316,22.72457577,13.62300483,26.09132716,0.846,0.130414414,0.784,0.169513514
"15637",15637,1917,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E5","HC4m","B1",1.546582854,15.34523969,3.734001383,0.951303332,45,0,1,0,2.014103389,0,-5.974081986,19.70321296,9.067247694,18.70540432,0.945,0.052027027,0.922,0.071987988
"15638",15638,1918,8,50,"1 1 1 1 0 0","E0 E1 E2 E3 E4 E5 E6","T T T T T F","Ech",1000,929325147,"E5","HC4m","B2",1.845520045,1.035245193,0.955198065,0.06051287,45,0,1,0,2.014103389,0,-0.078347614,1.103086954,3.769387704,1.458357957,0.857,0.122673674,0.509,0.250169169
