"","n","B","whichX","Estruct","Edist","tests","iterations","seed","HC","coef","criterion","test","p01","p05","p10","percentNA"
"172",100,"1 1 0 1 0 1","T T F T T T","E0","En","saddle",2000,915009519,"HC5","x3","size","saddle_V2",0.005,0.0385,0.074,0
"173",100,"1 1 0 1 0 1","T T F T T T","E0","En","saddle",2000,915009519,"HC5","x4","power","saddle_V1",0.0105,0.0455,0.1005,0
"174",100,"1 1 0 1 0 1","T T F T T T","E0","En","saddle",2000,915009519,"HC5","x4","power","saddle_V2",0.008,0.0385,0.0895,0
"175",100,"1 1 0 1 0 1","T T F T T T","E0","En","saddle",2000,915009519,"HC5","x4","size","saddle_V1",0.0105,0.0455,0.1005,0
"176",100,"1 1 0 1 0 1","T T F T T T","E0","En","saddle",2000,915009519,"HC5","x4","size","saddle_V2",0.008,0.0385,0.0895,0
"177",100,"1 1 0 1 0 1","T T F T T T","E0","En","saddle",2000,915009519,"HC5","xD","power","saddle_V1",0.7045,0.887,0.94,0
"178",100,"1 1 0 1 0 1","T T F T T T","E0","En","saddle",2000,915009519,"HC5","xD","power","saddle_V2",0.639,0.865,0.9285,0
"179",100,"1 1 0 1 0 1","T T F T T T","E0","En","saddle",2000,915009519,"HC5","xD","size","saddle_V1",0.013,0.046,0.0965,0
"180",100,"1 1 0 1 0 1","T T F T T T","E0","En","saddle",2000,915009519,"HC5","xD","size","saddle_V2",0.009,0.0375,0.0815,0
"181",250,"1 1 0 1 0 1","T T F T T T","E0","En","saddle",2000,805544152,"HC4","x0","power","saddle_V1",0.3215,0.576,0.6935,0
"182",250,"1 1 0 1 0 1","T T F T T T","E0","En","saddle",2000,805544152,"HC4","x0","power","saddle_V2",0.2895,0.551,0.679,0
"183",250,"1 1 0 1 0 1","T T F T T T","E0","En","saddle",2000,805544152,"HC4","x0","size","saddle_V1",0.0125,0.0445,0.101,0
"184",250,"1 1 0 1 0 1","T T F T T T","E0","En","saddle",2000,805544152,"HC4","x0","size","saddle_V2",0.0095,0.0405,0.091,0
