"","n","B","whichX","Estruct","Edist","tests","iterations","seed","HC","coef","criterion","test","p01","p05","p10"
"147",50,"1 1 1 1 0 0","T T T T T F","E0","En","saddle",100,899087467,"HC0","x1","size","saddle_V1",0.02,0.08,0.13
"148",50,"1 1 1 1 0 0","T T T T T F","E0","En","saddle",100,899087467,"HC0","x1","size","saddle_V2",0.02,0.07,0.1
"149",50,"1 1 1 1 0 0","T T T T T F","E0","En","saddle",100,899087467,"HC0","x2","power","saddle_V1",0.91,0.98,1
"150",50,"1 1 1 1 0 0","T T T T T F","E0","En","saddle",100,899087467,"HC0","x2","power","saddle_V2",0.84,0.97,0.99
"151",50,"1 1 1 1 0 0","T T T T T F","E0","En","saddle",100,899087467,"HC0","x2","size","saddle_V1",0,0.04,0.09
"152",50,"1 1 1 1 0 0","T T T T T F","E0","En","saddle",100,899087467,"HC0","x2","size","saddle_V2",0,0.04,0.06
"153",50,"1 1 1 1 0 0","T T T T T F","E0","En","saddle",100,899087467,"HC0","x3","power","saddle_V1",0.92,0.98,0.98
"154",50,"1 1 1 1 0 0","T T T T T F","E0","En","saddle",100,899087467,"HC0","x3","power","saddle_V2",0.9,0.98,0.98
"155",50,"1 1 1 1 0 0","T T T T T F","E0","En","saddle",100,899087467,"HC0","x3","size","saddle_V1",0.02,0.09,0.14
"156",50,"1 1 1 1 0 0","T T T T T F","E0","En","saddle",100,899087467,"HC0","x3","size","saddle_V2",0.02,0.08,0.11
"157",50,"1 1 1 1 0 0","T T T T T F","E0","En","saddle",100,899087467,"HC0","x4","power","saddle_V1",0.01,0.07,0.11
"158",50,"1 1 1 1 0 0","T T T T T F","E0","En","saddle",100,899087467,"HC0","x4","power","saddle_V2",0.01,0.05,0.11
"159",50,"1 1 1 1 0 0","T T T T T F","E0","En","saddle",100,899087467,"HC0","x4","size","saddle_V1",0.01,0.07,0.11
"160",50,"1 1 1 1 0 0","T T T T T F","E0","En","saddle",100,899087467,"HC0","x4","size","saddle_V2",0.01,0.05,0.11
"161",50,"1 1 1 1 0 0","T T T T T F","E0","En","saddle",100,899087467,"HC1","x0","power","saddle_V1",0.05,0.14,0.28
"162",50,"1 1 1 1 0 0","T T T T T F","E0","En","saddle",100,899087467,"HC1","x0","power","saddle_V2",0.04,0.09,0.23
"163",50,"1 1 1 1 0 0","T T T T T F","E0","En","saddle",100,899087467,"HC1","x0","size","saddle_V1",0.03,0.08,0.14
"164",50,"1 1 1 1 0 0","T T T T T F","E0","En","saddle",100,899087467,"HC1","x0","size","saddle_V2",0.01,0.05,0.12
"165",50,"1 1 1 1 0 0","T T T T T F","E0","En","saddle",100,899087467,"HC1","x1","power","saddle_V1",0.06,0.18,0.29
"166",50,"1 1 1 1 0 0","T T T T T F","E0","En","saddle",100,899087467,"HC1","x1","power","saddle_V2",0.07,0.18,0.27
