"","n","B","Estruct","whichX","Edist","adjust","iterations","seed","Parameter","Measure","HOM","HC0","HC1","HC2","HC3","HC4","HC4m","HC5"
"766",500,"1 1 1 1 0 0","E5","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,33733150,"B0","Power",0.947,0.954,0.954,0.954,0.952,0.954,0.954,0.954
"767",500,"1 1 1 1 0 0","E5","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,33733150,"B1","Power",0.305,0.323,0.315,0.314,0.31,0.321,0.315,0.321
"768",500,"1 1 1 1 0 0","E5","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,33733150,"B2","Power",1,1,1,1,1,1,1,1
"769",500,"1 1 1 1 0 0","E5","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,33733150,"B3","Power",0.977,0.983,0.983,0.983,0.983,0.983,0.983,0.983
"770",500,"1 1 1 1 0 0","E5","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,33733150,"B4","Power",0.055,0.059,0.055,0.055,0.055,0.056,0.056,0.056
"771",1000,"1 1 1 1 0 0","E5","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,1025306167,"B0","Size",0.977,0.979,0.979,0.979,0.979,0.979,0.979,0.979
"772",1000,"1 1 1 1 0 0","E5","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,1025306167,"B1","Size",0.141,0.142,0.142,0.142,0.14,0.142,0.142,0.142
"773",1000,"1 1 1 1 0 0","E5","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,1025306167,"B2","Size",0.966,0.97,0.97,0.97,0.969,0.97,0.97,0.97
"774",1000,"1 1 1 1 0 0","E5","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,1025306167,"B3","Size",0.058,0.059,0.058,0.056,0.055,0.059,0.058,0.059
"775",1000,"1 1 1 1 0 0","E5","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,1025306167,"B4","Size",0.061,0.065,0.063,0.063,0.06,0.065,0.064,0.065
"776",1000,"1 1 1 1 0 0","E5","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,1025306167,"B0","Power",0.999,0.998,0.998,0.998,0.998,0.998,0.998,0.998
"777",1000,"1 1 1 1 0 0","E5","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,1025306167,"B1","Power",0.534,0.538,0.535,0.535,0.533,0.537,0.536,0.537
"778",1000,"1 1 1 1 0 0","E5","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,1025306167,"B2","Power",1,1,1,1,1,1,1,1
"779",1000,"1 1 1 1 0 0","E5","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,1025306167,"B3","Power",1,1,1,1,1,1,1,1
"780",1000,"1 1 1 1 0 0","E5","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,1025306167,"B4","Power",0.061,0.065,0.063,0.063,0.06,0.065,0.064,0.065
"781",25,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,143083506,"B0","Size",0.056,0.086,0.061,0.056,0.029,0.068,0.065,0.068
"782",25,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,143083506,"B1","Size",0.064,0.098,0.065,0.055,0.029,0.086,0.067,0.086
"783",25,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,143083506,"B2","Size",0.273,0.399,0.297,0.275,0.194,0.351,0.306,0.351
"784",25,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,143083506,"B3","Size",0.053,0.103,0.074,0.055,0.024,0.09,0.072,0.09
"785",25,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,143083506,"B4","Size",0.042,0.083,0.054,0.048,0.022,0.071,0.058,0.071
"786",25,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,143083506,"B0","Power",0.058,0.087,0.059,0.055,0.032,0.075,0.061,0.075
"787",25,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,143083506,"B1","Power",0.073,0.104,0.068,0.061,0.031,0.087,0.079,0.087
"788",25,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,143083506,"B2","Power",0.378,0.503,0.427,0.395,0.275,0.473,0.431,0.473
"789",25,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,143083506,"B3","Power",0.063,0.118,0.085,0.069,0.027,0.098,0.081,0.098
"790",25,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,143083506,"B4","Power",0.042,0.083,0.054,0.048,0.022,0.071,0.058,0.071
"791",50,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,4083122,"B0","Size",0.055,0.074,0.066,0.058,0.047,0.07,0.066,0.07
"792",50,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,4083122,"B1","Size",0.074,0.105,0.091,0.083,0.062,0.102,0.099,0.102
"793",50,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,4083122,"B2","Size",0.536,0.596,0.563,0.549,0.494,0.586,0.571,0.586
"794",50,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,4083122,"B3","Size",0.073,0.111,0.096,0.075,0.045,0.102,0.091,0.102
"795",50,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,4083122,"B4","Size",0.053,0.066,0.054,0.051,0.031,0.062,0.058,0.062
"796",50,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,4083122,"B0","Power",0.055,0.077,0.061,0.058,0.043,0.071,0.066,0.071
"797",50,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,4083122,"B1","Power",0.09,0.119,0.1,0.097,0.075,0.111,0.104,0.111
"798",50,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,4083122,"B2","Power",0.661,0.716,0.691,0.675,0.631,0.703,0.692,0.703
"799",50,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,4083122,"B3","Power",0.104,0.137,0.12,0.099,0.062,0.129,0.12,0.129
"800",50,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,4083122,"B4","Power",0.053,0.066,0.054,0.051,0.031,0.062,0.058,0.062
"801",100,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,919334700,"B0","Size",0.053,0.068,0.058,0.057,0.048,0.064,0.06,0.064
"802",100,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,919334700,"B1","Size",0.104,0.124,0.112,0.109,0.091,0.119,0.113,0.119
"803",100,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,919334700,"B2","Size",0.828,0.853,0.846,0.841,0.819,0.85,0.846,0.85
"804",100,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,919334700,"B3","Size",0.049,0.062,0.054,0.044,0.036,0.056,0.051,0.056
"805",100,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,919334700,"B4","Size",0.045,0.049,0.043,0.041,0.036,0.047,0.045,0.047
"806",100,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,919334700,"B0","Power",0.048,0.053,0.051,0.05,0.042,0.051,0.051,0.051
"807",100,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,919334700,"B1","Power",0.137,0.154,0.147,0.142,0.123,0.152,0.148,0.152
"808",100,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,919334700,"B2","Power",0.94,0.943,0.942,0.941,0.931,0.943,0.943,0.943
"809",100,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,919334700,"B3","Power",0.107,0.12,0.109,0.097,0.077,0.113,0.109,0.113
"810",100,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,919334700,"B4","Power",0.045,0.049,0.043,0.041,0.036,0.047,0.045,0.047
"811",250,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,743219978,"B0","Size",0.054,0.063,0.061,0.061,0.058,0.063,0.062,0.063
"812",250,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,743219978,"B1","Size",0.143,0.166,0.163,0.162,0.155,0.165,0.163,0.165
"813",250,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,743219978,"B2","Size",0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998
"814",250,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,743219978,"B3","Size",0.045,0.056,0.053,0.047,0.044,0.055,0.054,0.055
"815",250,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,743219978,"B4","Size",0.059,0.062,0.057,0.056,0.056,0.06,0.059,0.06
"816",250,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,743219978,"B0","Power",0.047,0.05,0.049,0.048,0.045,0.05,0.05,0.05
"817",250,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,743219978,"B1","Power",0.222,0.235,0.232,0.231,0.221,0.234,0.234,0.234
"818",250,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,743219978,"B2","Power",1,1,1,1,1,1,1,1
"819",250,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,743219978,"B3","Power",0.214,0.232,0.228,0.211,0.196,0.227,0.222,0.227
"820",250,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,743219978,"B4","Power",0.059,0.062,0.057,0.056,0.056,0.06,0.059,0.06
"821",500,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,825694686,"B0","Size",0.076,0.086,0.086,0.086,0.085,0.086,0.086,0.086
"822",500,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,825694686,"B1","Size",0.32,0.327,0.326,0.324,0.321,0.327,0.327,0.327
"823",500,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,825694686,"B2","Size",1,1,1,1,1,1,1,1
"824",500,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,825694686,"B3","Size",0.06,0.071,0.068,0.064,0.061,0.07,0.069,0.07
"825",500,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,825694686,"B4","Size",0.056,0.051,0.049,0.048,0.046,0.051,0.05,0.051
"826",500,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,825694686,"B0","Power",0.055,0.066,0.066,0.066,0.065,0.066,0.066,0.066
"827",500,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,825694686,"B1","Power",0.443,0.458,0.454,0.45,0.443,0.457,0.455,0.457
"828",500,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,825694686,"B2","Power",1,1,1,1,1,1,1,1
"829",500,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,825694686,"B3","Power",0.389,0.391,0.388,0.38,0.368,0.387,0.385,0.387
"830",500,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,825694686,"B4","Power",0.056,0.051,0.049,0.048,0.046,0.051,0.05,0.051
"831",1000,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,1003356318,"B0","Size",0.09,0.103,0.103,0.103,0.102,0.103,0.103,0.103
"832",1000,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,1003356318,"B1","Size",0.5,0.493,0.493,0.491,0.488,0.493,0.493,0.493
"833",1000,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,1003356318,"B2","Size",1,1,1,1,1,1,1,1
"834",1000,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,1003356318,"B3","Size",0.051,0.052,0.052,0.051,0.049,0.052,0.051,0.052
"835",1000,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,1003356318,"B4","Size",0.048,0.044,0.043,0.043,0.041,0.044,0.044,0.044
"836",1000,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,1003356318,"B0","Power",0.053,0.062,0.061,0.061,0.061,0.061,0.061,0.061
"837",1000,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,1003356318,"B1","Power",0.695,0.682,0.681,0.681,0.679,0.681,0.681,0.681
"838",1000,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,1003356318,"B2","Power",1,1,1,1,1,1,1,1
"839",1000,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,1003356318,"B3","Power",0.645,0.668,0.667,0.663,0.651,0.667,0.666,0.667
"840",1000,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,1003356318,"B4","Power",0.048,0.044,0.043,0.043,0.041,0.044,0.044,0.044
"841",25,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,565469423,"B0","Size",0.059,0.129,0.092,0.085,0.049,0.111,0.099,0.111
"842",25,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,565469423,"B1","Size",0.059,0.123,0.086,0.074,0.045,0.106,0.087,0.106
"843",25,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,565469423,"B2","Size",0.054,0.12,0.081,0.074,0.043,0.102,0.087,0.102
"844",25,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,565469423,"B3","Size",0.058,0.118,0.088,0.075,0.036,0.099,0.087,0.099
"845",25,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,565469423,"B4","Size",0.039,0.085,0.055,0.05,0.033,0.069,0.061,0.069
"846",25,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,565469423,"B0","Power",0.082,0.144,0.108,0.099,0.064,0.126,0.111,0.126
"847",25,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,565469423,"B1","Power",0.106,0.17,0.13,0.114,0.073,0.15,0.129,0.15
"848",25,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,565469423,"B2","Power",0.532,0.637,0.57,0.547,0.458,0.606,0.573,0.606
"849",25,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,565469423,"B3","Power",0.64,0.75,0.703,0.664,0.53,0.726,0.686,0.726
"850",25,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,565469423,"B4","Power",0.039,0.085,0.055,0.05,0.033,0.069,0.061,0.069
"851",50,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,743042314,"B0","Size",0.05,0.075,0.063,0.056,0.042,0.067,0.064,0.067
"852",50,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,743042314,"B1","Size",0.049,0.072,0.059,0.054,0.041,0.068,0.062,0.068
"853",50,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,743042314,"B2","Size",0.051,0.082,0.071,0.069,0.048,0.079,0.073,0.079
"854",50,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,743042314,"B3","Size",0.067,0.106,0.091,0.077,0.058,0.103,0.094,0.103
"855",50,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,743042314,"B4","Size",0.05,0.071,0.053,0.052,0.041,0.065,0.059,0.065
"856",50,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,743042314,"B0","Power",0.114,0.147,0.128,0.12,0.098,0.134,0.13,0.134
"857",50,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,743042314,"B1","Power",0.113,0.163,0.147,0.141,0.114,0.154,0.15,0.154
"858",50,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,743042314,"B2","Power",0.872,0.9,0.883,0.876,0.837,0.896,0.885,0.896
"859",50,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,743042314,"B3","Power",0.918,0.943,0.932,0.918,0.88,0.938,0.932,0.938
"860",50,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,743042314,"B4","Power",0.05,0.071,0.053,0.052,0.041,0.065,0.059,0.065
"861",100,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,314052814,"B0","Size",0.055,0.068,0.061,0.059,0.046,0.066,0.064,0.066
"862",100,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,314052814,"B1","Size",0.058,0.062,0.06,0.058,0.042,0.062,0.061,0.062
"863",100,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,314052814,"B2","Size",0.048,0.059,0.052,0.051,0.044,0.055,0.054,0.055
"864",100,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,314052814,"B3","Size",0.047,0.078,0.072,0.062,0.045,0.073,0.071,0.073
"865",100,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,314052814,"B4","Size",0.05,0.061,0.058,0.056,0.046,0.06,0.059,0.06
"866",100,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,314052814,"B0","Power",0.155,0.199,0.176,0.174,0.16,0.194,0.183,0.194
"867",100,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,314052814,"B1","Power",0.216,0.249,0.229,0.223,0.205,0.243,0.238,0.243
"868",100,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,314052814,"B2","Power",0.989,0.988,0.986,0.985,0.981,0.988,0.986,0.988
"869",100,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,314052814,"B3","Power",0.998,0.997,0.997,0.996,0.994,0.997,0.997,0.997
"870",100,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,314052814,"B4","Power",0.05,0.061,0.058,0.056,0.046,0.06,0.059,0.06
"871",250,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,1046134598,"B0","Size",0.054,0.057,0.055,0.054,0.051,0.057,0.057,0.057
"872",250,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,1046134598,"B1","Size",0.053,0.054,0.053,0.052,0.049,0.053,0.053,0.053
"873",250,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,1046134598,"B2","Size",0.048,0.048,0.047,0.046,0.043,0.048,0.047,0.048
"874",250,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,1046134598,"B3","Size",0.051,0.069,0.066,0.058,0.052,0.067,0.066,0.067
"875",250,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,1046134598,"B4","Size",0.058,0.065,0.057,0.057,0.054,0.062,0.058,0.062
"876",250,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,1046134598,"B0","Power",0.324,0.339,0.331,0.33,0.323,0.337,0.333,0.337
"877",250,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,1046134598,"B1","Power",0.479,0.495,0.483,0.481,0.471,0.493,0.488,0.493
"878",250,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,1046134598,"B2","Power",1,1,1,1,1,1,1,1
"879",250,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,1046134598,"B3","Power",1,1,1,1,1,1,1,1
"880",250,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,1046134598,"B4","Power",0.058,0.065,0.057,0.057,0.054,0.062,0.058,0.062
"881",500,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,510703552,"B0","Size",0.067,0.065,0.063,0.063,0.062,0.064,0.063,0.064
"882",500,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,510703552,"B1","Size",0.065,0.063,0.063,0.063,0.061,0.063,0.063,0.063
"883",500,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,510703552,"B2","Size",0.045,0.054,0.052,0.052,0.05,0.053,0.052,0.053
"884",500,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,510703552,"B3","Size",0.044,0.051,0.05,0.047,0.046,0.051,0.05,0.051
"885",500,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,510703552,"B4","Size",0.049,0.049,0.048,0.048,0.047,0.049,0.049,0.049
"886",500,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,510703552,"B0","Power",0.621,0.629,0.625,0.623,0.614,0.629,0.628,0.629
"887",500,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,510703552,"B1","Power",0.756,0.762,0.757,0.757,0.751,0.762,0.76,0.762
"888",500,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,510703552,"B2","Power",1,1,1,1,1,1,1,1
"889",500,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,510703552,"B3","Power",1,1,1,1,1,1,1,1
"890",500,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,510703552,"B4","Power",0.049,0.049,0.048,0.048,0.047,0.049,0.049,0.049
"891",1000,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,644706510,"B0","Size",0.047,0.049,0.048,0.048,0.048,0.049,0.048,0.049
"892",1000,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,644706510,"B1","Size",0.049,0.048,0.048,0.048,0.046,0.048,0.048,0.048
"893",1000,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,644706510,"B2","Size",0.057,0.062,0.062,0.062,0.06,0.062,0.062,0.062
"894",1000,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,644706510,"B3","Size",0.047,0.057,0.057,0.055,0.05,0.057,0.057,0.057
