"","n","B","Estruct","whichX","Edist","adjust","iterations","seed","Parameter","Measure","HOM","HC0","HC1","HC2","HC3"
"336",250,"1 1 1 1 0 0","E5","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,719354849,"B0","Power",0.367,0.385,0.378,0.378,0.368
"337",250,"1 1 1 1 0 0","E5","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,719354849,"B1","Power",0.483,0.495,0.489,0.485,0.473
"338",250,"1 1 1 1 0 0","E5","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,719354849,"B2","Power",1,1,1,1,1
"339",250,"1 1 1 1 0 0","E5","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,719354849,"B3","Power",1,1,1,1,1
"340",250,"1 1 1 1 0 0","E5","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,719354849,"B4","Power",0.049,0.055,0.054,0.053,0.05
"341",500,"1 1 1 1 0 0","E5","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,824588825,"B0","Size",0.047,0.051,0.051,0.051,0.05
"342",500,"1 1 1 1 0 0","E5","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,824588825,"B1","Size",0.046,0.048,0.047,0.046,0.043
"343",500,"1 1 1 1 0 0","E5","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,824588825,"B2","Size",0.042,0.045,0.045,0.045,0.043
"344",500,"1 1 1 1 0 0","E5","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,824588825,"B3","Size",0.047,0.052,0.05,0.05,0.047
"345",500,"1 1 1 1 0 0","E5","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,824588825,"B4","Size",0.051,0.053,0.053,0.053,0.052
"346",500,"1 1 1 1 0 0","E5","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,824588825,"B0","Power",0.647,0.665,0.664,0.662,0.657
"347",500,"1 1 1 1 0 0","E5","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,824588825,"B1","Power",0.789,0.785,0.782,0.781,0.78
"348",500,"1 1 1 1 0 0","E5","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,824588825,"B2","Power",1,1,1,1,1
"349",500,"1 1 1 1 0 0","E5","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,824588825,"B3","Power",1,1,1,1,1
"350",500,"1 1 1 1 0 0","E5","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,824588825,"B4","Power",0.051,0.053,0.053,0.053,0.052
"351",1000,"1 1 1 1 0 0","E5","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,713953883,"B0","Size",0.048,0.051,0.051,0.05,0.05
"352",1000,"1 1 1 1 0 0","E5","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,713953883,"B1","Size",0.052,0.052,0.051,0.051,0.05
"353",1000,"1 1 1 1 0 0","E5","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,713953883,"B2","Size",0.057,0.06,0.06,0.06,0.059
"354",1000,"1 1 1 1 0 0","E5","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,713953883,"B3","Size",0.047,0.05,0.05,0.048,0.046
"355",1000,"1 1 1 1 0 0","E5","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,713953883,"B4","Size",0.056,0.055,0.055,0.055,0.054
"356",1000,"1 1 1 1 0 0","E5","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,713953883,"B0","Power",0.904,0.908,0.908,0.908,0.908
"357",1000,"1 1 1 1 0 0","E5","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,713953883,"B1","Power",0.967,0.968,0.968,0.968,0.968
"358",1000,"1 1 1 1 0 0","E5","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,713953883,"B2","Power",1,1,1,1,1
"359",1000,"1 1 1 1 0 0","E5","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,713953883,"B3","Power",1,1,1,1,1
"360",1000,"1 1 1 1 0 0","E5","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,713953883,"B4","Power",0.056,0.055,0.055,0.055,0.054
"361",25,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,133675529,"B0","Size",0.045,0.095,0.065,0.059,0.028
"362",25,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,133675529,"B1","Size",0.053,0.096,0.064,0.056,0.031
"363",25,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,133675529,"B2","Size",0.062,0.105,0.073,0.063,0.032
"364",25,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,133675529,"B3","Size",0.041,0.104,0.067,0.047,0.026
"365",25,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,133675529,"B4","Size",0.048,0.08,0.051,0.046,0.022
"366",25,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,133675529,"B0","Power",0.051,0.097,0.075,0.065,0.036
"367",25,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,133675529,"B1","Power",0.057,0.115,0.077,0.073,0.03
"368",25,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,133675529,"B2","Power",0.186,0.285,0.231,0.221,0.142
"369",25,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,133675529,"B3","Power",0.21,0.363,0.301,0.252,0.158
"370",25,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,133675529,"B4","Power",0.048,0.08,0.051,0.046,0.022
"371",50,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,1016122956,"B0","Size",0.042,0.072,0.056,0.051,0.034
"372",50,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,1016122956,"B1","Size",0.058,0.069,0.059,0.049,0.035
"373",50,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,1016122956,"B2","Size",0.048,0.08,0.058,0.055,0.046
"374",50,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,1016122956,"B3","Size",0.058,0.104,0.078,0.062,0.031
"375",50,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,1016122956,"B4","Size",0.046,0.078,0.06,0.056,0.038
"376",50,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,1016122956,"B0","Power",0.058,0.089,0.072,0.068,0.052
"377",50,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,1016122956,"B1","Power",0.054,0.079,0.065,0.063,0.045
"378",50,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,1016122956,"B2","Power",0.315,0.37,0.343,0.331,0.289
"379",50,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,1016122956,"B3","Power",0.413,0.535,0.504,0.473,0.395
"380",50,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,1016122956,"B4","Power",0.046,0.078,0.06,0.056,0.038
"381",100,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,538883793,"B0","Size",0.041,0.057,0.054,0.054,0.045
"382",100,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,538883793,"B1","Size",0.052,0.063,0.058,0.054,0.046
"383",100,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,538883793,"B2","Size",0.051,0.065,0.06,0.058,0.05
"384",100,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,538883793,"B3","Size",0.052,0.07,0.059,0.054,0.042
"385",100,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,538883793,"B4","Size",0.043,0.057,0.05,0.049,0.04
"386",100,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,538883793,"B0","Power",0.065,0.088,0.078,0.074,0.063
"387",100,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,538883793,"B1","Power",0.073,0.098,0.086,0.081,0.063
"388",100,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,538883793,"B2","Power",0.543,0.586,0.573,0.567,0.545
"389",100,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,538883793,"B3","Power",0.698,0.747,0.736,0.715,0.676
"390",100,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,538883793,"B4","Power",0.043,0.057,0.05,0.049,0.04
"391",250,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,337730370,"B0","Size",0.043,0.053,0.048,0.048,0.046
"392",250,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,337730370,"B1","Size",0.043,0.052,0.05,0.048,0.044
"393",250,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,337730370,"B2","Size",0.051,0.054,0.052,0.052,0.049
"394",250,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,337730370,"B3","Size",0.05,0.063,0.059,0.059,0.051
"395",250,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,337730370,"B4","Size",0.06,0.059,0.058,0.057,0.054
"396",250,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,337730370,"B0","Power",0.089,0.108,0.103,0.103,0.097
"397",250,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,337730370,"B1","Power",0.124,0.138,0.135,0.132,0.122
"398",250,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,337730370,"B2","Power",0.906,0.909,0.905,0.905,0.903
"399",250,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,337730370,"B3","Power",0.979,0.974,0.974,0.972,0.969
"400",250,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,337730370,"B4","Power",0.06,0.059,0.058,0.057,0.054
"401",500,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,276404740,"B0","Size",0.048,0.057,0.057,0.057,0.057
"402",500,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,276404740,"B1","Size",0.05,0.057,0.055,0.055,0.053
"403",500,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,276404740,"B2","Size",0.061,0.056,0.053,0.053,0.052
"404",500,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,276404740,"B3","Size",0.049,0.057,0.056,0.054,0.051
"405",500,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,276404740,"B4","Size",0.044,0.049,0.047,0.047,0.045
"406",500,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,276404740,"B0","Power",0.17,0.195,0.195,0.192,0.185
"407",500,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,276404740,"B1","Power",0.242,0.257,0.254,0.252,0.244
"408",500,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,276404740,"B2","Power",0.996,0.996,0.996,0.996,0.996
"409",500,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,276404740,"B3","Power",1,1,1,1,1
"410",500,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,276404740,"B4","Power",0.044,0.049,0.047,0.047,0.045
"411",1000,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,373466773,"B0","Size",0.049,0.057,0.057,0.056,0.055
"412",1000,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,373466773,"B1","Size",0.058,0.061,0.061,0.06,0.058
"413",1000,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,373466773,"B2","Size",0.049,0.052,0.052,0.052,0.052
"414",1000,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,373466773,"B3","Size",0.039,0.052,0.052,0.052,0.05
"415",1000,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,373466773,"B4","Size",0.056,0.061,0.061,0.061,0.061
"416",1000,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,373466773,"B0","Power",0.309,0.34,0.34,0.34,0.34
"417",1000,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,373466773,"B1","Power",0.387,0.404,0.401,0.401,0.399
"418",1000,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,373466773,"B2","Power",1,1,1,1,1
"419",1000,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,373466773,"B3","Power",1,1,1,1,1
"420",1000,"1 1 1 1 0 0","E6","T T T T T F","En","HOM HC0 HC1 HC2 HC3",1000,373466773,"B4","Power",0.056,0.061,0.061,0.061,0.061
"421",25,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,998229900,"B0","Size",0.072,0.118,0.08,0.065,0.033
"422",25,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,998229900,"B1","Size",0.052,0.084,0.058,0.049,0.025
"423",25,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,998229900,"B2","Size",0.055,0.085,0.06,0.051,0.023
"424",25,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,998229900,"B3","Size",0.053,0.108,0.075,0.059,0.021
"425",25,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,998229900,"B4","Size",0.052,0.078,0.051,0.047,0.025
"426",25,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,998229900,"B0","Power",0.152,0.237,0.179,0.151,0.092
"427",25,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,998229900,"B1","Power",0.095,0.147,0.096,0.083,0.042
"428",25,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,998229900,"B2","Power",0.524,0.637,0.581,0.56,0.472
"429",25,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,998229900,"B3","Power",0.59,0.717,0.669,0.633,0.48
"430",25,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,998229900,"B4","Power",0.052,0.078,0.051,0.047,0.025
"431",50,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,582527472,"B0","Size",0.102,0.122,0.095,0.086,0.061
"432",50,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,582527472,"B1","Size",0.052,0.069,0.054,0.048,0.035
"433",50,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,582527472,"B2","Size",0.055,0.06,0.047,0.046,0.035
"434",50,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,582527472,"B3","Size",0.047,0.071,0.052,0.047,0.03
"435",50,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,582527472,"B4","Size",0.044,0.055,0.042,0.039,0.028
"436",50,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,582527472,"B0","Power",0.239,0.311,0.284,0.272,0.223
"437",50,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,582527472,"B1","Power",0.134,0.191,0.172,0.16,0.128
"438",50,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,582527472,"B2","Power",0.81,0.856,0.837,0.83,0.796
"439",50,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,582527472,"B3","Power",0.869,0.925,0.912,0.903,0.86
"440",50,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,582527472,"B4","Power",0.044,0.055,0.042,0.039,0.028
"441",100,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,806521706,"B0","Size",0.147,0.172,0.16,0.154,0.14
"442",100,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,806521706,"B1","Size",0.058,0.066,0.06,0.057,0.046
"443",100,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,806521706,"B2","Size",0.046,0.053,0.051,0.048,0.039
"444",100,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,806521706,"B3","Size",0.046,0.062,0.058,0.051,0.043
"445",100,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,806521706,"B4","Size",0.043,0.052,0.045,0.043,0.032
"446",100,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,806521706,"B0","Power",0.459,0.513,0.493,0.49,0.47
"447",100,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,806521706,"B1","Power",0.199,0.251,0.237,0.236,0.216
"448",100,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,806521706,"B2","Power",0.964,0.963,0.958,0.957,0.952
"449",100,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,806521706,"B3","Power",0.995,0.996,0.996,0.996,0.994
"450",100,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,806521706,"B4","Power",0.043,0.052,0.045,0.043,0.032
"451",250,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,987668591,"B0","Size",0.326,0.341,0.334,0.331,0.319
"452",250,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,987668591,"B1","Size",0.048,0.048,0.046,0.046,0.042
"453",250,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,987668591,"B2","Size",0.046,0.043,0.041,0.041,0.038
"454",250,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,987668591,"B3","Size",0.038,0.046,0.045,0.043,0.04
"455",250,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,987668591,"B4","Size",0.043,0.046,0.043,0.043,0.042
"456",250,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,987668591,"B0","Power",0.839,0.853,0.85,0.847,0.837
"457",250,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,987668591,"B1","Power",0.411,0.453,0.445,0.437,0.426
"458",250,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,987668591,"B2","Power",1,0.999,0.999,0.999,0.999
"459",250,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,987668591,"B3","Power",1,1,1,1,1
"460",250,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,987668591,"B4","Power",0.043,0.046,0.043,0.043,0.042
"461",500,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,701751474,"B0","Size",0.552,0.571,0.563,0.561,0.553
"462",500,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,701751474,"B1","Size",0.052,0.051,0.049,0.049,0.046
"463",500,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,701751474,"B2","Size",0.051,0.05,0.05,0.05,0.047
"464",500,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,701751474,"B3","Size",0.055,0.07,0.068,0.068,0.064
"465",500,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,701751474,"B4","Size",0.044,0.047,0.045,0.045,0.045
"466",500,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,701751474,"B0","Power",0.983,0.981,0.981,0.981,0.981
"467",500,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,701751474,"B1","Power",0.667,0.69,0.686,0.685,0.681
"468",500,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,701751474,"B2","Power",1,1,1,1,1
"469",500,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,701751474,"B3","Power",1,1,1,1,1
"470",500,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,701751474,"B4","Power",0.044,0.047,0.045,0.045,0.045
"471",1000,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,519815412,"B0","Size",0.852,0.859,0.858,0.858,0.856
"472",1000,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,519815412,"B1","Size",0.041,0.04,0.039,0.038,0.038
"473",1000,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,519815412,"B2","Size",0.05,0.047,0.046,0.046,0.045
"474",1000,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,519815412,"B3","Size",0.031,0.031,0.031,0.03,0.03
"475",1000,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,519815412,"B4","Size",0.04,0.042,0.041,0.041,0.041
"476",1000,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,519815412,"B0","Power",1,1,1,1,1
"477",1000,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,519815412,"B1","Power",0.923,0.921,0.921,0.921,0.919
"478",1000,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,519815412,"B2","Power",1,1,1,1,1
"479",1000,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,519815412,"B3","Power",1,1,1,1,1
"480",1000,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,519815412,"B4","Power",0.04,0.042,0.041,0.041,0.041
"481",25,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,298643971,"B0","Size",0.05,0.092,0.06,0.051,0.024
"482",25,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,298643971,"B1","Size",0.055,0.112,0.07,0.06,0.025
"483",25,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,298643971,"B2","Size",0.052,0.09,0.055,0.041,0.023
"484",25,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,298643971,"B3","Size",0.069,0.119,0.082,0.062,0.031
"485",25,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,298643971,"B4","Size",0.048,0.079,0.048,0.043,0.029
"486",25,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,298643971,"B0","Power",0.099,0.161,0.117,0.107,0.055
"487",25,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,298643971,"B1","Power",0.105,0.171,0.139,0.124,0.072
"488",25,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,298643971,"B2","Power",0.415,0.555,0.497,0.474,0.373
"489",25,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,298643971,"B3","Power",0.494,0.643,0.588,0.549,0.397
"490",25,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,298643971,"B4","Power",0.048,0.079,0.048,0.043,0.029
"491",50,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,856386124,"B0","Size",0.069,0.089,0.073,0.066,0.046
"492",50,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,856386124,"B1","Size",0.054,0.071,0.058,0.054,0.039
"493",50,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,856386124,"B2","Size",0.048,0.064,0.055,0.05,0.031
"494",50,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,856386124,"B3","Size",0.041,0.077,0.062,0.05,0.031
"495",50,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,856386124,"B4","Size",0.054,0.069,0.049,0.05,0.035
"496",50,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,856386124,"B0","Power",0.151,0.196,0.17,0.161,0.126
"497",50,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,856386124,"B1","Power",0.139,0.181,0.155,0.148,0.12
"498",50,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,856386124,"B2","Power",0.662,0.728,0.701,0.695,0.647
"499",50,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,856386124,"B3","Power",0.762,0.856,0.84,0.827,0.753
"500",50,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,856386124,"B4","Power",0.054,0.069,0.049,0.05,0.035
"501",100,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,283461371,"B0","Size",0.071,0.086,0.073,0.069,0.059
"502",100,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,283461371,"B1","Size",0.07,0.073,0.061,0.056,0.046
