"","n","B","Estruct","whichX","Edist","adjust","iterations","seed","Parameter","Measure","HOM","HC0","HC1","HC2","HC3"
"667",25,"1 1 1 1 0 0","E4","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,1027104078,"B1","Power",0.067,0.124,0.079,0.067,0.032
"668",25,"1 1 1 1 0 0","E4","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,1027104078,"B2","Power",0.167,0.266,0.19,0.173,0.109
"669",25,"1 1 1 1 0 0","E4","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,1027104078,"B3","Power",0.302,0.357,0.293,0.243,0.138
"670",25,"1 1 1 1 0 0","E4","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,1027104078,"B4","Power",0.054,0.072,0.049,0.037,0.019
"671",50,"1 1 1 1 0 0","E4","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,521070351,"B0","Size",0.052,0.061,0.044,0.039,0.023
"672",50,"1 1 1 1 0 0","E4","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,521070351,"B1","Size",0.066,0.069,0.048,0.042,0.028
"673",50,"1 1 1 1 0 0","E4","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,521070351,"B2","Size",0.064,0.065,0.052,0.048,0.032
"674",50,"1 1 1 1 0 0","E4","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,521070351,"B3","Size",0.194,0.133,0.115,0.087,0.057
"675",50,"1 1 1 1 0 0","E4","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,521070351,"B4","Size",0.053,0.062,0.051,0.047,0.025
"676",50,"1 1 1 1 0 0","E4","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,521070351,"B0","Power",0.054,0.056,0.045,0.039,0.025
"677",50,"1 1 1 1 0 0","E4","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,521070351,"B1","Power",0.086,0.104,0.083,0.074,0.048
"678",50,"1 1 1 1 0 0","E4","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,521070351,"B2","Power",0.231,0.324,0.285,0.271,0.218
"679",50,"1 1 1 1 0 0","E4","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,521070351,"B3","Power",0.496,0.49,0.437,0.37,0.272
"680",50,"1 1 1 1 0 0","E4","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,521070351,"B4","Power",0.053,0.062,0.051,0.047,0.025
"681",100,"1 1 1 1 0 0","E4","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,292643760,"B0","Size",0.055,0.062,0.052,0.049,0.043
"682",100,"1 1 1 1 0 0","E4","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,292643760,"B1","Size",0.093,0.094,0.082,0.077,0.061
"683",100,"1 1 1 1 0 0","E4","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,292643760,"B2","Size",0.065,0.076,0.065,0.059,0.046
"684",100,"1 1 1 1 0 0","E4","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,292643760,"B3","Size",0.239,0.136,0.12,0.094,0.068
"685",100,"1 1 1 1 0 0","E4","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,292643760,"B4","Size",0.041,0.043,0.038,0.036,0.034
"686",100,"1 1 1 1 0 0","E4","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,292643760,"B0","Power",0.04,0.059,0.049,0.045,0.037
"687",100,"1 1 1 1 0 0","E4","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,292643760,"B1","Power",0.158,0.172,0.16,0.15,0.129
"688",100,"1 1 1 1 0 0","E4","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,292643760,"B2","Power",0.427,0.499,0.484,0.476,0.44
"689",100,"1 1 1 1 0 0","E4","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,292643760,"B3","Power",0.739,0.737,0.716,0.674,0.604
"690",100,"1 1 1 1 0 0","E4","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,292643760,"B4","Power",0.041,0.043,0.038,0.036,0.034
"691",250,"1 1 1 1 0 0","E4","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,648904462,"B0","Size",0.066,0.08,0.078,0.076,0.074
"692",250,"1 1 1 1 0 0","E4","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,648904462,"B1","Size",0.129,0.138,0.137,0.134,0.127
"693",250,"1 1 1 1 0 0","E4","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,648904462,"B2","Size",0.1,0.105,0.1,0.098,0.089
"694",250,"1 1 1 1 0 0","E4","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,648904462,"B3","Size",0.479,0.312,0.304,0.286,0.255
"695",250,"1 1 1 1 0 0","E4","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,648904462,"B4","Size",0.045,0.051,0.05,0.05,0.044
"696",250,"1 1 1 1 0 0","E4","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,648904462,"B0","Power",0.038,0.047,0.043,0.043,0.043
"697",250,"1 1 1 1 0 0","E4","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,648904462,"B1","Power",0.252,0.26,0.252,0.248,0.238
"698",250,"1 1 1 1 0 0","E4","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,648904462,"B2","Power",0.773,0.803,0.798,0.793,0.784
"699",250,"1 1 1 1 0 0","E4","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,648904462,"B3","Power",0.978,0.975,0.974,0.969,0.962
"700",250,"1 1 1 1 0 0","E4","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,648904462,"B4","Power",0.045,0.051,0.05,0.05,0.044
"701",500,"1 1 1 1 0 0","E4","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,734384810,"B0","Size",0.077,0.095,0.095,0.094,0.091
"702",500,"1 1 1 1 0 0","E4","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,734384810,"B1","Size",0.203,0.217,0.214,0.208,0.201
"703",500,"1 1 1 1 0 0","E4","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,734384810,"B2","Size",0.176,0.179,0.178,0.177,0.173
"704",500,"1 1 1 1 0 0","E4","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,734384810,"B3","Size",0.729,0.594,0.59,0.573,0.544
"705",500,"1 1 1 1 0 0","E4","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,734384810,"B4","Size",0.05,0.048,0.047,0.047,0.045
"706",500,"1 1 1 1 0 0","E4","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,734384810,"B0","Power",0.045,0.047,0.047,0.046,0.046
"707",500,"1 1 1 1 0 0","E4","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,734384810,"B1","Power",0.453,0.458,0.452,0.451,0.447
"708",500,"1 1 1 1 0 0","E4","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,734384810,"B2","Power",0.974,0.964,0.964,0.964,0.964
"709",500,"1 1 1 1 0 0","E4","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,734384810,"B3","Power",1,1,1,1,1
"710",500,"1 1 1 1 0 0","E4","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,734384810,"B4","Power",0.05,0.048,0.047,0.047,0.045
"711",1000,"1 1 1 1 0 0","E4","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,823688426,"B0","Size",0.156,0.166,0.164,0.163,0.16
"712",1000,"1 1 1 1 0 0","E4","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,823688426,"B1","Size",0.342,0.335,0.334,0.332,0.328
"713",1000,"1 1 1 1 0 0","E4","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,823688426,"B2","Size",0.315,0.326,0.325,0.323,0.321
"714",1000,"1 1 1 1 0 0","E4","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,823688426,"B3","Size",0.936,0.896,0.895,0.892,0.89
"715",1000,"1 1 1 1 0 0","E4","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,823688426,"B4","Size",0.046,0.047,0.047,0.047,0.046
"716",1000,"1 1 1 1 0 0","E4","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,823688426,"B0","Power",0.045,0.059,0.058,0.056,0.054
"717",1000,"1 1 1 1 0 0","E4","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,823688426,"B1","Power",0.718,0.699,0.698,0.698,0.692
"718",1000,"1 1 1 1 0 0","E4","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,823688426,"B2","Power",1,1,1,1,1
"719",1000,"1 1 1 1 0 0","E4","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,823688426,"B3","Power",1,1,1,1,1
"720",1000,"1 1 1 1 0 0","E4","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,823688426,"B4","Power",0.046,0.047,0.047,0.047,0.046
"721",25,"1 1 1 1 0 0","E5","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,587276961,"B0","Size",0.068,0.088,0.059,0.052,0.024
"722",25,"1 1 1 1 0 0","E5","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,587276961,"B1","Size",0.061,0.086,0.062,0.051,0.022
"723",25,"1 1 1 1 0 0","E5","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,587276961,"B2","Size",0.061,0.082,0.052,0.04,0.017
"724",25,"1 1 1 1 0 0","E5","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,587276961,"B3","Size",0.045,0.082,0.054,0.042,0.016
"725",25,"1 1 1 1 0 0","E5","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,587276961,"B4","Size",0.058,0.09,0.052,0.043,0.021
"726",25,"1 1 1 1 0 0","E5","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,587276961,"B0","Power",0.116,0.168,0.118,0.099,0.062
"727",25,"1 1 1 1 0 0","E5","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,587276961,"B1","Power",0.092,0.137,0.089,0.079,0.047
"728",25,"1 1 1 1 0 0","E5","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,587276961,"B2","Power",0.494,0.64,0.576,0.55,0.446
"729",25,"1 1 1 1 0 0","E5","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,587276961,"B3","Power",0.481,0.632,0.581,0.538,0.381
"730",25,"1 1 1 1 0 0","E5","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,587276961,"B4","Power",0.058,0.09,0.052,0.043,0.021
"731",50,"1 1 1 1 0 0","E5","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,815216587,"B0","Size",0.063,0.083,0.066,0.063,0.052
"732",50,"1 1 1 1 0 0","E5","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,815216587,"B1","Size",0.053,0.063,0.052,0.05,0.031
"733",50,"1 1 1 1 0 0","E5","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,815216587,"B2","Size",0.073,0.089,0.068,0.064,0.038
"734",50,"1 1 1 1 0 0","E5","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,815216587,"B3","Size",0.047,0.083,0.068,0.057,0.038
"735",50,"1 1 1 1 0 0","E5","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,815216587,"B4","Size",0.043,0.061,0.048,0.044,0.027
"736",50,"1 1 1 1 0 0","E5","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,815216587,"B0","Power",0.16,0.224,0.204,0.19,0.15
"737",50,"1 1 1 1 0 0","E5","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,815216587,"B1","Power",0.115,0.163,0.131,0.125,0.087
"738",50,"1 1 1 1 0 0","E5","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,815216587,"B2","Power",0.748,0.805,0.786,0.778,0.739
"739",50,"1 1 1 1 0 0","E5","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,815216587,"B3","Power",0.741,0.827,0.805,0.788,0.714
"740",50,"1 1 1 1 0 0","E5","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,815216587,"B4","Power",0.043,0.061,0.048,0.044,0.027
"741",100,"1 1 1 1 0 0","E5","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,22982418,"B0","Size",0.089,0.108,0.101,0.096,0.087
"742",100,"1 1 1 1 0 0","E5","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,22982418,"B1","Size",0.061,0.067,0.064,0.061,0.047
"743",100,"1 1 1 1 0 0","E5","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,22982418,"B2","Size",0.09,0.091,0.08,0.075,0.063
"744",100,"1 1 1 1 0 0","E5","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,22982418,"B3","Size",0.042,0.072,0.06,0.051,0.038
"745",100,"1 1 1 1 0 0","E5","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,22982418,"B4","Size",0.052,0.062,0.055,0.052,0.046
"746",100,"1 1 1 1 0 0","E5","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,22982418,"B0","Power",0.27,0.324,0.298,0.29,0.272
"747",100,"1 1 1 1 0 0","E5","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,22982418,"B1","Power",0.171,0.223,0.211,0.207,0.185
"748",100,"1 1 1 1 0 0","E5","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,22982418,"B2","Power",0.949,0.964,0.96,0.958,0.951
"749",100,"1 1 1 1 0 0","E5","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,22982418,"B3","Power",0.963,0.977,0.975,0.973,0.966
"750",100,"1 1 1 1 0 0","E5","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,22982418,"B4","Power",0.052,0.062,0.055,0.052,0.046
"751",250,"1 1 1 1 0 0","E5","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,510858965,"B0","Size",0.14,0.164,0.157,0.156,0.151
"752",250,"1 1 1 1 0 0","E5","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,510858965,"B1","Size",0.04,0.051,0.048,0.048,0.043
"753",250,"1 1 1 1 0 0","E5","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,510858965,"B2","Size",0.139,0.157,0.147,0.147,0.139
"754",250,"1 1 1 1 0 0","E5","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,510858965,"B3","Size",0.052,0.076,0.076,0.073,0.065
"755",250,"1 1 1 1 0 0","E5","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,510858965,"B4","Size",0.056,0.058,0.058,0.058,0.052
"756",250,"1 1 1 1 0 0","E5","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,510858965,"B0","Power",0.564,0.598,0.593,0.591,0.581
"757",250,"1 1 1 1 0 0","E5","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,510858965,"B1","Power",0.333,0.355,0.35,0.35,0.342
"758",250,"1 1 1 1 0 0","E5","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,510858965,"B2","Power",1,1,1,1,1
"759",250,"1 1 1 1 0 0","E5","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,510858965,"B3","Power",1,1,1,1,1
"760",250,"1 1 1 1 0 0","E5","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,510858965,"B4","Power",0.056,0.058,0.058,0.058,0.052
"761",500,"1 1 1 1 0 0","E5","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,149934784,"B0","Size",0.243,0.26,0.258,0.256,0.252
"762",500,"1 1 1 1 0 0","E5","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,149934784,"B1","Size",0.057,0.066,0.064,0.064,0.062
"763",500,"1 1 1 1 0 0","E5","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,149934784,"B2","Size",0.224,0.236,0.232,0.23,0.22
"764",500,"1 1 1 1 0 0","E5","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,149934784,"B3","Size",0.061,0.076,0.073,0.071,0.067
"765",500,"1 1 1 1 0 0","E5","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,149934784,"B4","Size",0.058,0.059,0.057,0.057,0.055
"766",500,"1 1 1 1 0 0","E5","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,149934784,"B0","Power",0.823,0.832,0.83,0.829,0.827
"767",500,"1 1 1 1 0 0","E5","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,149934784,"B1","Power",0.579,0.615,0.611,0.608,0.603
"768",500,"1 1 1 1 0 0","E5","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,149934784,"B2","Power",1,1,1,1,1
"769",500,"1 1 1 1 0 0","E5","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,149934784,"B3","Power",1,1,1,1,1
"770",500,"1 1 1 1 0 0","E5","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,149934784,"B4","Power",0.058,0.059,0.057,0.057,0.055
"771",1000,"1 1 1 1 0 0","E5","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,81754181,"B0","Size",0.42,0.438,0.437,0.437,0.434
"772",1000,"1 1 1 1 0 0","E5","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,81754181,"B1","Size",0.075,0.079,0.078,0.078,0.077
"773",1000,"1 1 1 1 0 0","E5","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,81754181,"B2","Size",0.375,0.386,0.383,0.382,0.382
"774",1000,"1 1 1 1 0 0","E5","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,81754181,"B3","Size",0.055,0.059,0.059,0.058,0.056
"775",1000,"1 1 1 1 0 0","E5","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,81754181,"B4","Size",0.053,0.054,0.052,0.052,0.052
"776",1000,"1 1 1 1 0 0","E5","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,81754181,"B0","Power",0.975,0.975,0.975,0.975,0.975
"777",1000,"1 1 1 1 0 0","E5","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,81754181,"B1","Power",0.884,0.888,0.887,0.887,0.887
"778",1000,"1 1 1 1 0 0","E5","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,81754181,"B2","Power",1,1,1,1,1
"779",1000,"1 1 1 1 0 0","E5","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,81754181,"B3","Power",1,1,1,1,1
"780",1000,"1 1 1 1 0 0","E5","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,81754181,"B4","Power",0.053,0.054,0.052,0.052,0.052
"781",25,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,235863957,"B0","Size",0.036,0.071,0.038,0.037,0.017
"782",25,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,235863957,"B1","Size",0.053,0.07,0.041,0.034,0.017
"783",25,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,235863957,"B2","Size",0.11,0.14,0.093,0.083,0.044
"784",25,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,235863957,"B3","Size",0.058,0.085,0.052,0.035,0.02
"785",25,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,235863957,"B4","Size",0.047,0.07,0.043,0.033,0.016
"786",25,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,235863957,"B0","Power",0.048,0.082,0.056,0.043,0.022
"787",25,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,235863957,"B1","Power",0.058,0.087,0.056,0.046,0.028
"788",25,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,235863957,"B2","Power",0.352,0.466,0.389,0.354,0.234
"789",25,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,235863957,"B3","Power",0.198,0.315,0.247,0.205,0.109
"790",25,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,235863957,"B4","Power",0.047,0.07,0.043,0.033,0.016
"791",50,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,554482582,"B0","Size",0.045,0.058,0.045,0.043,0.026
"792",50,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,554482582,"B1","Size",0.056,0.073,0.051,0.048,0.028
"793",50,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,554482582,"B2","Size",0.15,0.174,0.142,0.131,0.093
"794",50,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,554482582,"B3","Size",0.043,0.067,0.054,0.043,0.029
"795",50,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,554482582,"B4","Size",0.052,0.058,0.045,0.042,0.031
"796",50,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,554482582,"B0","Power",0.049,0.071,0.048,0.045,0.032
"797",50,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,554482582,"B1","Power",0.082,0.108,0.089,0.082,0.069
"798",50,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,554482582,"B2","Power",0.54,0.654,0.618,0.605,0.55
"799",50,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,554482582,"B3","Power",0.266,0.373,0.356,0.319,0.239
"800",50,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,554482582,"B4","Power",0.052,0.058,0.045,0.042,0.031
"801",100,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,385848982,"B0","Size",0.044,0.063,0.056,0.052,0.038
"802",100,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,385848982,"B1","Size",0.053,0.076,0.065,0.065,0.05
"803",100,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,385848982,"B2","Size",0.291,0.313,0.298,0.288,0.261
"804",100,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,385848982,"B3","Size",0.041,0.064,0.057,0.052,0.038
"805",100,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,385848982,"B4","Size",0.041,0.052,0.04,0.037,0.032
"806",100,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,385848982,"B0","Power",0.055,0.067,0.064,0.06,0.056
"807",100,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,385848982,"B1","Power",0.104,0.14,0.13,0.126,0.117
"808",100,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,385848982,"B2","Power",0.831,0.901,0.887,0.886,0.872
"809",100,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,385848982,"B3","Power",0.472,0.576,0.56,0.538,0.487
"810",100,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,385848982,"B4","Power",0.041,0.052,0.04,0.037,0.032
"811",250,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,348434273,"B0","Size",0.043,0.047,0.045,0.045,0.044
"812",250,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,348434273,"B1","Size",0.07,0.081,0.078,0.078,0.072
"813",250,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,348434273,"B2","Size",0.626,0.673,0.666,0.662,0.648
"814",250,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,348434273,"B3","Size",0.048,0.062,0.061,0.059,0.052
"815",250,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,348434273,"B4","Size",0.046,0.043,0.039,0.038,0.035
"816",250,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,348434273,"B0","Power",0.063,0.067,0.066,0.063,0.061
"817",250,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,348434273,"B1","Power",0.198,0.241,0.232,0.227,0.22
"818",250,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,348434273,"B2","Power",0.999,0.998,0.998,0.998,0.998
"819",250,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,348434273,"B3","Power",0.811,0.882,0.877,0.871,0.864
"820",250,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,348434273,"B4","Power",0.046,0.043,0.039,0.038,0.035
"821",500,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,602697069,"B0","Size",0.037,0.037,0.037,0.036,0.034
"822",500,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,602697069,"B1","Size",0.094,0.104,0.101,0.101,0.096
"823",500,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,602697069,"B2","Size",0.899,0.914,0.913,0.912,0.91
"824",500,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,602697069,"B3","Size",0.04,0.056,0.056,0.056,0.054
"825",500,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,602697069,"B4","Size",0.044,0.045,0.045,0.045,0.044
"826",500,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,602697069,"B0","Power",0.062,0.071,0.068,0.066,0.065
"827",500,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,602697069,"B1","Power",0.344,0.375,0.369,0.367,0.361
"828",500,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,602697069,"B2","Power",1,1,1,1,1
"829",500,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,602697069,"B3","Power",0.971,0.988,0.986,0.985,0.985
"830",500,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,602697069,"B4","Power",0.044,0.045,0.045,0.045,0.044
